block_id,section_id,start_time,end_time,duration_hours,task_count,task_ids,departments,resource_requirements
BLK00260,SEC010,2025-04-18 06:00,2025-04-18 17:30,11.5,1,ENG1024,Engineering,track
BLK00261,SEC010,2025-06-10 06:00,2025-06-10 10:30,4.5,1,SIG0101,Signalling,signal
BLK00262,SEC010,2025-06-13 06:00,2025-06-13 15:45,9.75,1,SIG2249,Signalling,signal
BLK00263,SEC010,2025-06-16 06:00,2025-06-16 21:59,15.98,2,SIG2304;ENG3137,Engineering;Signalling,signal;track
BLK00264,SEC010,2025-06-24 06:00,2025-06-24 10:00,4.0,1,SIG1916,Signalling,none
BLK00265,SEC010,2025-06-29 06:00,2025-06-29 12:45,6.75,1,SIG0317,Signalling,signal
BLK00266,SEC010,2025-07-25 06:00,2025-07-25 09:15,3.25,1,ENG0648,Engineering,track
BLK00267,SEC010,2025-08-06 06:00,2025-08-06 09:30,3.5,1,TRC1414,Traction,none
BLK00268,SEC010,2025-08-07 06:00,2025-08-07 10:15,4.25,1,SIG1424,Signalling,none
BLK00269,SEC010,2025-08-10 06:00,2025-08-10 12:15,6.25,1,SIG0396,Signalling,signal
BLK00270,SEC010,2025-08-15 06:00,2025-08-15 17:00,11.0,2,TRC1178;TRC0357,Traction,power
BLK00271,SEC010,2025-08-19 06:00,2025-08-19 10:00,4.0,1,TRC0703,Traction,power
BLK00272,SEC010,2025-09-03 06:00,2025-09-03 18:00,12.0,1,ENG1244,Engineering,track
BLK00273,SEC010,2025-09-17 06:00,2025-09-17 17:00,11.0,1,ENG0877,Engineering,track
BLK00274,SEC010,2025-10-07 06:00,2025-10-07 12:45,6.75,1,ENG0134,Engineering,track
BLK00275,SEC010,2025-10-12 06:00,2025-10-12 10:15,4.25,1,ENG3681,Engineering,track
BLK00276,SEC010,2025-11-01 06:00,2025-11-01 10:15,4.25,1,SIG1410,Signalling,none
BLK00277,SEC010,2025-12-17 08:32,2025-12-18 12:45,28.22,3,SIG2938;TRC1688;TRC1818,Signalling;Traction,power
BLK00278,SEC011,2025-01-05 06:00,2025-01-05 10:15,4.25,1,ENG1160,Engineering,track
BLK00279,SEC011,2025-01-11 06:00,2025-01-11 09:45,3.75,1,ENG1204,Engineering,track
BLK00280,SEC011,2025-01-27 06:00,2025-01-27 12:45,6.75,1,ENG2236,Engineering,track
BLK00281,SEC011,2025-02-20 19:16,2025-02-21 09:15,13.98,2,SIG2073;ENG3180,Engineering;Signalling,signal;track
BLK00282,SEC011,2025-02-28 06:00,2025-02-28 11:30,5.5,1,ENG1614,Engineering,track
BLK00283,SEC011,2025-03-15 06:00,2025-03-15 07:45,1.75,1,TRC1796,Traction,none
BLK00284,SEC011,2025-03-17 06:00,2025-03-17 10:30,4.5,1,SIG0489,Signalling,signal
BLK00285,SEC011,2025-03-19 06:00,2025-03-19 13:00,7.0,1,ENG2939,Engineering,track
BLK00286,SEC011,2025-03-20 06:00,2025-03-20 16:30,10.5,1,SIG0804,Signalling,signal
BLK00287,SEC011,2025-03-21 06:00,2025-03-21 14:30,8.5,1,SIG1605,Signalling,signal
BLK00288,SEC011,2025-05-08 06:00,2025-05-08 12:00,6.0,1,ENG2556,Engineering,track
BLK00289,SEC011,2025-05-10 06:00,2025-05-10 17:45,11.75,1,SIG2480,Signalling,signal
BLK00290,SEC011,2025-05-20 06:00,2025-05-20 15:30,9.5,1,ENG0065,Engineering,track
BLK00291,SEC011,2025-05-28 06:00,2025-05-28 07:45,1.75,1,ENG1898,Engineering,track
BLK00292,SEC011,2025-06-07 06:00,2025-06-07 08:00,2.0,1,TRC2447,Traction,power
BLK00293,SEC011,2025-06-19 06:00,2025-06-19 14:45,8.75,1,TRC0882,Traction,power
BLK00294,SEC011,2025-06-21 06:00,2025-06-21 13:30,7.5,1,SIG2735,Signalling,signal
BLK00295,SEC011,2025-06-22 06:00,2025-06-22 17:00,11.0,1,ENG2372,Engineering,track
BLK00296,SEC011,2025-06-23 06:00,2025-06-23 14:00,8.0,1,TRC0259,Traction,power
BLK00297,SEC011,2025-07-02 06:00,2025-07-02 10:30,4.5,1,SIG0426,Signalling,signal
BLK00298,SEC011,2025-07-25 06:00,2025-07-25 10:00,4.0,1,TRC1131,Traction,power
BLK00299,SEC011,2025-08-01 06:00,2025-08-01 15:45,9.75,1,ENG3540,Engineering,track
BLK00300,SEC011,2025-08-14 06:00,2025-08-14 15:00,9.0,1,ENG0153,Engineering,track
BLK00301,SEC011,2025-08-17 06:00,2025-08-17 13:00,7.0,1,ENG2698,Engineering,track
BLK00302,SEC011,2025-08-19 06:00,2025-08-19 16:00,10.0,1,ENG0523,Engineering,track
BLK00303,SEC011,2025-08-24 06:00,2025-08-24 15:15,9.25,1,ENG0789,Engineering,track
BLK00304,SEC011,2025-10-01 06:00,2025-10-01 11:15,5.25,1,ENG0408,Engineering,track
BLK00305,SEC011,2025-10-03 06:00,2025-10-03 12:15,6.25,1,ENG2192,Engineering,track
BLK00306,SEC011,2025-11-10 06:00,2025-11-10 16:30,10.5,1,ENG0104,Engineering,track
BLK00307,SEC012,2025-02-04 06:00,2025-02-04 13:15,7.25,1,TRC0277,Traction,power
BLK00308,SEC012,2025-02-12 06:00,2025-02-12 14:45,8.75,1,TRC1754,Traction,power
BLK00309,SEC012,2025-02-19 06:00,2025-02-19 10:00,4.0,1,TRC1434,Traction,power
BLK00310,SEC012,2025-02-25 04:46,2025-02-25 09:30,4.73,2,SIG0583;TRC0881,Signalling;Traction,power;signal
BLK00311,SEC012,2025-04-06 06:00,2025-04-06 09:14,3.23,2,SIG2852;TRC1336,Signalling;Traction,none
BLK00312,SEC012,2025-04-16 06:00,2025-04-16 15:44,9.73,2,SIG0762;SIG2645,Signalling,signal
BLK00313,SEC012,2025-04-20 06:00,2025-04-20 11:30,5.5,1,ENG2965,Engineering,track
BLK00314,SEC012,2025-04-28 06:00,2025-04-28 17:00,11.0,1,TRC0856,Traction,none
BLK00315,SEC012,2025-05-02 06:00,2025-05-02 09:30,3.5,1,SIG0186,Signalling,none
BLK00316,SEC012,2025-05-04 06:00,2025-05-04 11:15,5.25,1,TRC0619,Traction,none
BLK00317,SEC012,2025-06-22 06:00,2025-06-22 08:45,2.75,1,ENG0790,Engineering,track
BLK00318,SEC012,2025-07-02 06:00,2025-07-02 08:30,2.5,1,TRC2362,Traction,power
BLK00319,SEC012,2025-07-06 06:00,2025-07-06 09:45,3.75,1,SIG0117,Signalling,signal
BLK00320,SEC012,2025-07-07 06:00,2025-07-07 07:45,1.75,1,TRC0522,Traction,none
BLK00321,SEC012,2025-07-18 06:00,2025-07-18 13:00,7.0,1,ENG2883,Engineering,track
BLK00322,SEC012,2025-07-23 06:00,2025-07-23 08:00,2.0,1,SIG1014,Signalling,none
BLK00323,SEC012,2025-08-05 06:00,2025-08-05 10:30,4.5,1,SIG0245,Signalling,signal
BLK00324,SEC012,2025-08-29 06:00,2025-08-29 11:30,5.5,1,ENG2891,Engineering,track
BLK00325,SEC012,2025-09-17 06:00,2025-09-17 12:15,6.25,1,TRC2626,Traction,none
BLK00326,SEC012,2025-09-21 17:59,2025-09-22 05:29,11.5,1,TRC1872,Traction,none
BLK00327,SEC012,2025-09-29 06:00,2025-09-29 08:45,2.75,1,ENG3054,Engineering,track
BLK00328,SEC012,2025-10-02 06:00,2025-10-02 10:45,4.75,1,SIG2102,Signalling,none
BLK00329,SEC012,2025-10-03 06:00,2025-10-03 14:45,8.75,1,SIG1976,Signalling,signal
BLK00330,SEC012,2025-10-04 06:00,2025-10-04 10:45,4.75,1,ENG1715,Engineering,track
BLK00331,SEC012,2025-11-03 21:01,2025-11-04 16:00,18.98,2,ENG2966;TRC2669,Engineering;Traction,track
BLK00332,SEC012,2025-11-14 23:46,2025-11-15 12:15,12.48,2,SIG2633;TRC0113,Signalling;Traction,power
BLK00333,SEC012,2025-12-20 06:00,2025-12-20 14:00,8.0,1,TRC2219,Traction,power
BLK00334,SEC013,2025-01-13 06:00,2025-01-13 09:59,3.98,2,TRC1050;SIG2691,Signalling;Traction,power
BLK00335,SEC013,2025-01-17 06:00,2025-01-17 09:00,3.0,1,ENG2850,Engineering,track
BLK00336,SEC013,2025-01-22 06:00,2025-01-22 15:30,9.5,1,TRC2273,Traction,power
BLK00337,SEC013,2025-01-27 06:00,2025-01-27 10:30,4.5,1,ENG2153,Engineering,track
BLK00338,SEC013,2025-01-29 06:00,2025-01-29 07:30,1.5,1,ENG1052,Engineering,track
BLK00339,SEC013,2025-02-18 06:00,2025-02-18 07:45,1.75,1,ENG1927,Engineering,track
BLK00340,SEC013,2025-02-24 06:00,2025-02-24 15:30,9.5,1,TRC2393,Traction,power
BLK00341,SEC013,2025-03-09 06:00,2025-03-09 10:15,4.25,1,SIG2003,Signalling,signal
BLK00342,SEC013,2025-04-20 06:00,2025-04-20 22:29,16.48,2,ENG2887;TRC2816,Engineering;Traction,track
BLK00343,SEC013,2025-04-25 06:00,2025-04-25 17:45,11.75,1,TRC2492,Traction,none
BLK00344,SEC013,2025-05-12 06:00,2025-05-12 11:30,5.5,1,ENG1828,Engineering,track
BLK00345,SEC013,2025-05-16 06:00,2025-05-16 13:15,7.25,1,TRC0312,Traction,none
BLK00346,SEC013,2025-05-29 06:00,2025-05-29 17:44,11.73,2,ENG0660;SIG1088,Engineering;Signalling,track
BLK00347,SEC013,2025-05-31 06:00,2025-05-31 12:45,6.75,1,TRC1725,Traction,power
BLK00348,SEC013,2025-06-01 06:00,2025-06-01 12:45,6.75,1,SIG2588,Signalling,signal
BLK00349,SEC013,2025-06-02 06:00,2025-06-02 13:30,7.5,1,ENG1360,Engineering,track
BLK00350,SEC013,2025-06-03 06:00,2025-06-03 10:00,4.0,1,ENG2365,Engineering,track
BLK00351,SEC013,2025-06-19 06:00,2025-06-19 10:15,4.25,1,ENG0896,Engineering,track
BLK00352,SEC013,2025-07-01 06:00,2025-07-01 12:30,6.5,1,TRC0946,Traction,none
BLK00353,SEC013,2025-07-11 06:00,2025-07-11 09:45,3.75,1,ENG1258,Engineering,track
BLK00354,SEC013,2025-07-16 06:00,2025-07-16 16:00,10.0,1,TRC0551,Traction,none
BLK00355,SEC013,2025-07-18 06:00,2025-07-18 13:30,7.5,1,ENG0439,Engineering,track
BLK00356,SEC013,2025-07-25 06:00,2025-07-25 07:15,1.25,1,SIG2200,Signalling,none
BLK00357,SEC013,2025-08-02 06:00,2025-08-02 08:30,2.5,1,ENG1283,Engineering,track
BLK00358,SEC013,2025-08-16 06:00,2025-08-16 13:30,7.5,1,ENG1063,Engineering,track
BLK00359,SEC013,2025-08-23 06:00,2025-08-23 07:30,1.5,1,ENG2486,Engineering,track
BLK00360,SEC013,2025-09-04 06:00,2025-09-04 10:30,4.5,1,SIG0755,Signalling,none
BLK00361,SEC013,2025-09-06 06:00,2025-09-06 17:30,11.5,1,SIG0304,Signalling,none
BLK00362,SEC013,2025-09-14 06:00,2025-09-14 19:29,13.48,3,SIG0203;TRC0209;TRC2563,Signalling;Traction,signal
BLK00363,SEC013,2025-09-15 06:00,2025-09-15 11:30,5.5,1,TRC1799,Traction,power
BLK00364,SEC013,2025-10-02 03:16,2025-10-02 14:45,11.48,2,SIG1395;ENG2281,Engineering;Signalling,track
BLK00365,SEC013,2025-10-04 06:00,2025-10-04 15:30,9.5,1,TRC2319,Traction,none
BLK00366,SEC013,2025-10-25 06:00,2025-10-25 09:15,3.25,1,ENG3068,Engineering,track
BLK00367,SEC013,2025-10-31 06:00,2025-10-31 14:15,8.25,1,ENG3388,Engineering,track
BLK00368,SEC013,2025-11-07 06:00,2025-11-07 14:00,8.0,1,ENG1983,Engineering,track
BLK00369,SEC013,2025-11-23 06:00,2025-11-23 13:30,7.5,1,TRC0884,Traction,none
BLK00370,SEC013,2025-11-28 06:00,2025-11-28 16:15,10.25,1,ENG2834,Engineering,track
BLK00371,SEC013,2025-12-01 06:00,2025-12-01 16:15,10.25,1,ENG3293,Engineering,track
BLK00372,SEC013,2025-12-20 06:00,2025-12-20 14:15,8.25,1,TRC0208,Traction,none
BLK00373,SEC014,2025-01-09 06:00,2025-01-09 08:30,2.5,1,TRC2321,Traction,power
BLK00374,SEC014,2025-02-14 21:59,2025-02-15 05:13,7.23,2,SIG1204;TRC2297,Signalling;Traction,signal
BLK00375,SEC014,2025-02-17 06:00,2025-02-17 08:00,2.0,1,ENG0129,Engineering,track
BLK00376,SEC014,2025-03-15 06:00,2025-03-15 11:30,5.5,1,SIG2856,Signalling,signal
BLK00377,SEC014,2025-03-31 06:00,2025-03-31 14:45,8.75,1,ENG3195,Engineering,track
BLK00378,SEC014,2025-04-15 06:00,2025-04-15 17:30,11.5,1,TRC0731,Traction,none
BLK00379,SEC014,2025-04-16 06:00,2025-04-16 08:00,2.0,1,TRC1699,Traction,none
BLK00380,SEC014,2025-05-04 06:00,2025-05-04 13:15,7.25,2,TRC0137;SIG2077,Signalling;Traction,power;signal
BLK00381,SEC014,2025-05-20 06:00,2025-05-20 10:15,4.25,1,TRC1354,Traction,power
BLK00382,SEC014,2025-05-21 06:00,2025-05-21 12:15,6.25,1,ENG0931,Engineering,track
BLK00383,SEC014,2025-05-27 06:00,2025-05-27 14:15,8.25,1,SIG0386,Signalling,signal
BLK00384,SEC014,2025-06-07 06:00,2025-06-07 14:00,8.0,1,SIG2559,Signalling,signal
BLK00385,SEC014,2025-06-08 06:00,2025-06-08 17:00,11.0,1,ENG2797,Engineering,track
BLK00386,SEC014,2025-06-13 06:00,2025-06-13 14:15,8.25,1,ENG0933,Engineering,track
BLK00387,SEC014,2025-07-17 06:00,2025-07-17 17:30,11.5,1,SIG0752,Signalling,none
BLK00388,SEC014,2025-07-29 06:00,2025-07-29 11:45,5.75,1,TRC1031,Traction,power
BLK00389,SEC014,2025-08-06 06:00,2025-08-06 09:45,3.75,1,ENG3438,Engineering,track
BLK00390,SEC014,2025-08-15 06:00,2025-08-15 14:00,8.0,1,ENG1838,Engineering,track
BLK00391,SEC014,2025-08-19 06:00,2025-08-19 15:00,9.0,1,TRC0755,Traction,power
BLK00392,SEC014,2025-08-20 06:00,2025-08-20 16:15,10.25,1,ENG2671,Engineering,track
BLK00393,SEC014,2025-08-26 06:00,2025-08-26 17:45,11.75,1,TRC0745,Traction,power
BLK00394,SEC014,2025-09-07 06:00,2025-09-07 12:30,6.5,2,TRC2577;TRC2607,Traction,power
BLK00395,SEC014,2025-09-21 06:00,2025-09-21 15:00,9.0,1,ENG2993,Engineering,track
BLK00396,SEC014,2025-09-26 06:00,2025-09-26 09:00,3.0,1,TRC0645,Traction,power
BLK00397,SEC014,2025-10-08 06:00,2025-10-08 19:14,13.23,3,TRC0160;TRC0839;SIG1175,Signalling;Traction,power
BLK00398,SEC014,2025-10-17 06:00,2025-10-17 08:15,2.25,1,SIG0320,Signalling,none
BLK00399,SEC014,2025-10-21 06:00,2025-10-21 11:15,5.25,1,SIG1578,Signalling,signal
BLK00400,SEC014,2025-10-30 06:00,2025-10-30 18:00,12.0,1,SIG2846,Signalling,signal
BLK00401,SEC014,2025-11-08 06:00,2025-11-08 08:15,2.25,1,ENG2660,Engineering,track
BLK00402,SEC014,2025-11-13 06:00,2025-11-13 07:30,1.5,1,ENG1415,Engineering,track
BLK00403,SEC014,2025-11-21 06:00,2025-11-21 15:45,9.75,1,TRC2437,Traction,power
BLK00404,SEC014,2025-11-25 06:00,2025-11-25 09:00,3.0,1,SIG0028,Signalling,none
BLK00405,SEC014,2025-12-02 06:00,2025-12-02 17:00,11.0,1,TRC2782,Traction,power
BLK00406,SEC015,2025-01-17 06:00,2025-01-18 00:29,18.48,2,SIG2918;TRC2354,Signalling;Traction,power
BLK00407,SEC015,2025-01-30 06:00,2025-01-30 17:15,11.25,1,SIG2728,Signalling,none
BLK00408,SEC015,2025-03-18 06:00,2025-03-18 12:45,6.75,1,TRC2629,Traction,power
BLK00409,SEC015,2025-05-07 06:00,2025-05-07 16:15,10.25,1,ENG3367,Engineering,track
BLK00410,SEC015,2025-06-04 06:00,2025-06-04 09:30,3.5,1,TRC1837,Traction,none
BLK00411,SEC015,2025-06-06 06:00,2025-06-06 12:30,6.5,1,ENG1018,Engineering,track
BLK00412,SEC015,2025-06-11 06:00,2025-06-11 13:15,7.25,1,ENG0023,Engineering,track
BLK00413,SEC015,2025-06-17 06:00,2025-06-17 13:45,7.75,1,TRC2642,Traction,none
BLK00414,SEC015,2025-07-13 06:00,2025-07-13 13:30,7.5,1,SIG0223,Signalling,none
BLK00415,SEC015,2025-07-29 06:00,2025-07-29 09:30,3.5,1,TRC2156,Traction,none
BLK00416,SEC015,2025-08-10 06:00,2025-08-10 13:00,7.0,1,SIG0854,Signalling,signal
BLK00417,SEC015,2025-08-12 06:00,2025-08-12 12:00,6.0,1,ENG3080,Engineering,track
BLK00418,SEC015,2025-08-30 06:00,2025-08-30 14:30,8.5,1,SIG0362,Signalling,signal
BLK00419,SEC015,2025-09-02 06:00,2025-09-02 12:45,6.75,1,TRC0414,Traction,power
BLK00420,SEC015,2025-09-05 06:00,2025-09-05 08:30,2.5,1,TRC1854,Traction,none
BLK00421,SEC015,2025-09-19 06:00,2025-09-19 10:30,4.5,1,SIG0981,Signalling,none
BLK00422,SEC015,2025-09-20 06:00,2025-09-20 07:15,1.25,1,TRC0921,Traction,none
BLK00423,SEC015,2025-09-27 06:00,2025-09-27 15:00,9.0,1,SIG2149,Signalling,none
BLK00424,SEC015,2025-09-28 06:00,2025-09-28 11:15,5.25,1,SIG0425,Signalling,none
BLK00425,SEC015,2025-10-03 06:00,2025-10-03 11:45,5.75,1,ENG1681,Engineering,track
BLK00426,SEC015,2025-10-06 06:00,2025-10-06 08:15,2.25,1,TRC0147,Traction,none
BLK00427,SEC015,2025-10-11 06:00,2025-10-11 15:30,9.5,1,ENG1016,Engineering,track
BLK00428,SEC015,2025-10-17 06:00,2025-10-17 08:00,2.0,1,TRC0067,Traction,power
BLK00429,SEC015,2025-10-19 06:00,2025-10-19 15:29,9.48,2,TRC0183;SIG0867,Signalling;Traction,none
BLK00430,SEC015,2025-11-02 20:01,2025-11-03 12:45,16.73,2,SIG0126;ENG2380,Engineering;Signalling,track
BLK00431,SEC015,2025-11-05 06:00,2025-11-05 17:15,11.25,1,TRC2453,Traction,power
BLK00432,SEC015,2025-11-14 06:00,2025-11-14 15:30,9.5,1,SIG1511,Signalling,signal
BLK00433,SEC015,2025-11-25 06:00,2025-11-25 13:30,7.5,1,TRC0484,Traction,power
BLK00434,SEC015,2025-12-17 06:00,2025-12-17 11:00,5.0,1,SIG1102,Signalling,signal
BLK00435,SEC016,2025-01-13 06:00,2025-01-13 13:30,7.5,1,SIG0427,Signalling,signal
BLK00436,SEC016,2025-02-26 06:00,2025-02-26 15:00,9.0,1,SIG0738,Signalling,none
BLK00437,SEC016,2025-04-02 06:00,2025-04-02 11:00,5.0,1,SIG1288,Signalling,none
BLK00438,SEC016,2025-04-16 06:00,2025-04-16 08:30,2.5,1,SIG1908,Signalling,signal
BLK00439,SEC016,2025-05-02 00:00,2025-05-02 02:45,2.75,1,TRC0608,Traction,power
BLK00440,SEC016,2025-05-18 06:00,2025-05-18 13:15,7.25,1,ENG3779,Engineering,track
BLK00441,SEC016,2025-05-28 06:00,2025-05-28 09:00,3.0,1,ENG3040,Engineering,track
BLK00442,SEC016,2025-06-04 06:00,2025-06-04 14:30,8.5,1,ENG0171,Engineering,track
BLK00443,SEC016,2025-07-22 18:46,2025-07-23 12:00,17.23,2,ENG1948;SIG1832,Engineering;Signalling,track
BLK00444,SEC016,2025-08-27 06:00,2025-08-27 15:45,9.75,1,SIG1146,Signalling,signal
BLK00445,SEC016,2025-09-08 06:00,2025-09-08 12:00,6.0,1,ENG1043,Engineering,track
BLK00446,SEC016,2025-09-23 06:00,2025-09-23 13:00,7.0,1,ENG2990,Engineering,track
BLK00447,SEC016,2025-10-06 06:00,2025-10-06 15:30,9.5,1,ENG1346,Engineering,track
BLK00448,SEC016,2025-10-10 06:00,2025-10-10 09:15,3.25,1,SIG0450,Signalling,signal
BLK00449,SEC016,2025-10-17 06:00,2025-10-17 15:30,9.5,1,ENG2494,Engineering,track
BLK00450,SEC016,2025-10-19 06:00,2025-10-19 23:29,17.48,2,ENG2543;TRC2639,Engineering;Traction,power;track
BLK00451,SEC016,2025-11-28 06:00,2025-11-28 13:15,7.25,1,TRC2405,Traction,power
BLK00452,SEC016,2025-12-09 06:00,2025-12-09 09:30,3.5,1,SIG0250,Signalling,none
BLK00453,SEC016,2025-12-14 06:00,2025-12-14 09:30,3.5,1,TRC1122,Traction,none
BLK00454,SEC016,2025-12-18 06:00,2025-12-18 11:30,5.5,1,SIG0959,Signalling,signal
BLK00455,SEC017,2025-01-09 06:00,2025-01-09 12:30,6.5,1,SIG1639,Signalling,none
BLK00456,SEC017,2025-03-09 06:00,2025-03-09 14:30,8.5,1,SIG0811,Signalling,none
BLK00457,SEC017,2025-03-16 06:00,2025-03-16 12:30,6.5,1,ENG1735,Engineering,track
BLK00458,SEC017,2025-03-22 06:00,2025-03-22 16:45,10.75,1,TRC2020,Traction,power
BLK00459,SEC017,2025-03-24 06:00,2025-03-24 17:00,11.0,1,ENG3406,Engineering,track
BLK00460,SEC017,2025-04-15 06:00,2025-04-15 08:45,2.75,1,ENG1281,Engineering,track
BLK00461,SEC017,2025-05-03 06:00,2025-05-03 12:30,6.5,1,TRC2974,Traction,power
BLK00462,SEC017,2025-05-12 06:00,2025-05-12 16:44,10.73,2,ENG0944;TRC2181,Engineering;Traction,track
BLK00463,SEC017,2025-06-05 06:00,2025-06-05 12:00,6.0,1,ENG1404,Engineering,track
BLK00464,SEC017,2025-06-24 06:00,2025-06-24 11:15,5.25,1,SIG2964,Signalling,signal
BLK00465,SEC017,2025-07-03 06:00,2025-07-03 13:00,7.0,1,SIG0853,Signalling,none
BLK00466,SEC017,2025-07-21 06:00,2025-07-21 17:00,11.0,1,SIG2583,Signalling,signal
BLK00467,SEC017,2025-08-02 06:00,2025-08-02 17:30,11.5,1,SIG2649,Signalling,none
BLK00468,SEC017,2025-09-04 06:00,2025-09-04 12:30,6.5,1,ENG2841,Engineering,track
BLK00469,SEC017,2025-09-24 02:45,2025-09-24 14:14,11.48,3,TRC2022;ENG1739;SIG1630,Engineering;Signalling;Traction,power;signal;track
BLK00470,SEC017,2025-10-04 06:00,2025-10-04 11:30,5.5,1,ENG0475,Engineering,track
BLK00471,SEC017,2025-10-13 06:00,2025-10-13 14:30,8.5,1,ENG1505,Engineering,track
BLK00472,SEC017,2025-10-14 06:00,2025-10-14 15:45,9.75,1,ENG0049,Engineering,track
BLK00473,SEC017,2025-11-10 06:00,2025-11-10 12:30,6.5,1,ENG2785,Engineering,track
BLK00474,SEC017,2025-11-14 11:59,2025-11-14 14:29,2.5,1,SIG0031,Signalling,signal
BLK00475,SEC017,2025-12-19 06:00,2025-12-19 13:15,7.25,1,SIG1698,Signalling,none
BLK00476,SEC018,2025-01-28 09:59,2025-01-28 18:14,8.25,2,TRC1696;TRC1070,Traction,power
BLK00477,SEC018,2025-01-31 06:00,2025-01-31 17:45,11.75,1,ENG0879,Engineering,track
BLK00478,SEC018,2025-02-18 06:00,2025-02-18 08:15,2.25,1,ENG0254,Engineering,track
BLK00479,SEC018,2025-03-20 10:29,2025-03-20 21:29,11.0,1,ENG3661,Engineering,track
BLK00480,SEC018,2025-03-22 06:00,2025-03-22 11:15,5.25,1,SIG2111,Signalling,signal
BLK00481,SEC018,2025-03-24 06:00,2025-03-24 10:15,4.25,1,SIG2397,Signalling,none
BLK00482,SEC018,2025-04-08 06:00,2025-04-08 10:30,4.5,1,TRC1737,Traction,none
BLK00483,SEC018,2025-05-18 06:00,2025-05-18 08:00,2.0,1,TRC2684,Traction,none
BLK00484,SEC018,2025-05-29 06:00,2025-05-29 08:15,2.25,1,ENG3286,Engineering,track
BLK00485,SEC018,2025-06-12 06:00,2025-06-12 23:59,17.98,2,ENG1000;SIG0440,Engineering;Signalling,signal;track
BLK00486,SEC018,2025-07-02 06:00,2025-07-02 07:45,1.75,1,ENG0855,Engineering,track
BLK00487,SEC018,2025-07-16 06:00,2025-07-16 11:15,5.25,1,SIG1125,Signalling,signal
BLK00488,SEC018,2025-08-12 06:00,2025-08-12 10:30,4.5,1,SIG1588,Signalling,none
BLK00489,SEC018,2025-08-30 23:01,2025-08-31 15:45,16.73,2,SIG0817;ENG2271,Engineering;Signalling,track
BLK00490,SEC018,2025-09-05 06:00,2025-09-05 16:00,10.0,1,TRC1683,Traction,power
BLK00491,SEC018,2025-09-12 06:00,2025-09-12 13:00,7.0,1,SIG0422,Signalling,none
BLK00492,SEC018,2025-11-05 06:00,2025-11-05 11:30,5.5,1,TRC2781,Traction,power
BLK00493,SEC018,2025-12-01 06:00,2025-12-01 19:29,13.48,3,ENG2182;SIG2297;SIG2523,Engineering;Signalling,track
BLK00494,SEC019,2025-01-03 06:00,2025-01-03 11:00,5.0,1,SIG2424,Signalling,signal
BLK00495,SEC019,2025-01-10 06:00,2025-01-10 15:30,9.5,1,SIG2112,Signalling,signal
BLK00496,SEC019,2025-01-19 06:00,2025-01-19 08:15,2.25,1,TRC0402,Traction,power
BLK00497,SEC019,2025-02-08 06:00,2025-02-08 14:45,8.75,1,ENG3557,Engineering,track
BLK00498,SEC019,2025-02-15 06:00,2025-02-15 10:15,4.25,1,ENG3920,Engineering,track
BLK00499,SEC019,2025-02-17 15:29,2025-02-18 11:58,20.48,2,TRC2957;SIG1980,Signalling;Traction,power;signal
BLK00500,SEC019,2025-02-19 06:00,2025-02-19 13:00,7.0,1,ENG1884,Engineering,track
BLK00501,SEC019,2025-03-24 06:00,2025-03-24 13:00,7.0,1,ENG1433,Engineering,track
BLK00502,SEC019,2025-03-26 06:00,2025-03-26 11:30,5.5,1,SIG0305,Signalling,signal
BLK00503,SEC019,2025-05-05 06:00,2025-05-05 11:45,5.75,1,ENG2414,Engineering,track
BLK00504,SEC019,2025-05-12 06:00,2025-05-12 16:30,10.5,1,TRC0061,Traction,power
BLK00505,SEC019,2025-05-15 06:00,2025-05-15 13:00,7.0,1,ENG1233,Engineering,track
BLK00506,SEC019,2025-05-28 06:00,2025-05-28 12:00,6.0,1,ENG1066,Engineering,track
BLK00507,SEC019,2025-06-01 06:00,2025-06-01 12:29,6.48,2,TRC2855;SIG0486,Signalling;Traction,power;signal
BLK00508,SEC019,2025-06-19 06:00,2025-06-19 11:15,5.25,1,SIG1021,Signalling,signal
BLK00509,SEC019,2025-07-11 21:01,2025-07-12 10:45,13.73,2,TRC1905;ENG1474,Engineering;Traction,power;track
BLK00510,SEC019,2025-07-29 06:00,2025-07-29 08:00,2.0,1,ENG0293,Engineering,track
BLK00511,SEC019,2025-07-31 06:00,2025-07-31 11:30,5.5,1,ENG0070,Engineering,track
BLK00512,SEC019,2025-08-03 06:00,2025-08-03 08:00,2.0,1,ENG2428,Engineering,track
BLK00513,SEC019,2025-08-08 06:00,2025-08-08 17:00,11.0,1,SIG1787,Signalling,signal
BLK00514,SEC019,2025-08-12 06:00,2025-08-12 10:30,4.5,1,SIG1316,Signalling,signal
BLK00515,SEC019,2025-09-01 06:00,2025-09-01 15:45,9.75,1,TRC1456,Traction,power
BLK00516,SEC019,2025-09-13 06:00,2025-09-13 16:15,10.25,1,ENG2110,Engineering,track
BLK00517,SEC019,2025-09-22 06:00,2025-09-22 12:15,6.25,1,ENG2922,Engineering,track
BLK00518,SEC019,2025-09-23 06:00,2025-09-23 13:45,7.75,1,ENG2947,Engineering,track
BLK00519,SEC019,2025-10-01 06:00,2025-10-01 10:00,4.0,1,TRC1512,Traction,power
BLK00520,SEC019,2025-10-05 06:00,2025-10-05 16:00,10.0,1,TRC1088,Traction,power
