block_id,task_id,section_id,department,start_time,end_time,duration_hours,predicted_priority_score,predicted_priority_class,train_conflict_cost,power_block_required,signal_block_required,track_block_required,status
BLK01274,ENG2761,SEC022,Engineering,2025-12-11 06:00,2025-12-11 08:00,2.0,83.55,CRITICAL,78.0,False,False,True,SCHEDULED
BLK02913,ENG2762,SEC054,Engineering,2025-04-16 06:00,2025-04-16 08:30,2.5,61.9,HIGH,56.8,False,False,True,SCHEDULED
BLK00484,ENG2768,SEC009,Engineering,2025-03-02 06:00,2025-03-02 11:30,5.5,98.1,CRITICAL,229.9,False,False,True,SCHEDULED
BLK02193,ENG2770,SEC040,Engineering,2025-02-10 06:00,2025-02-10 13:00,7.0,61.87,HIGH,169.4,False,False,True,SCHEDULED
BLK03694,ENG2777,SEC070,Engineering,2025-04-10 06:00,2025-04-10 14:00,7.9,94.4,CRITICAL,180.1,False,False,True,SCHEDULED
BLK02262,ENG2784,SEC041,Engineering,2025-06-26 06:00,2025-06-26 07:30,1.3,28.0,LOW,27.3,False,False,True,SCHEDULED
BLK00992,ENG2785,SEC017,Engineering,2025-11-10 06:00,2025-11-10 12:30,6.3,63.6,HIGH,241.9,False,False,True,SCHEDULED
BLK03271,ENG2789,SEC061,Engineering,2025-03-08 06:00,2025-03-08 17:45,11.6,58.9,MEDIUM,239.0,False,False,True,SCHEDULED
BLK01761,ENG2790,SEC031,Engineering,2025-05-10 06:00,2025-05-10 16:15,10.2,33.6,LOW,413.1,False,False,True,SCHEDULED
BLK02574,ENG2794,SEC047,Engineering,2025-04-05 15:45,2025-04-05 18:15,2.4,37.4,LOW,49.0,False,False,True,SCHEDULED
BLK01216,ENG2796,SEC022,Engineering,2025-01-02 06:00,2025-01-02 16:45,10.7,38.2,LOW,417.3,False,False,True,SCHEDULED
BLK00800,ENG2797,SEC014,Engineering,2025-06-08 06:00,2025-06-08 17:00,10.9,97.8,CRITICAL,494.9,False,False,True,SCHEDULED
BLK02864,ENG2800,SEC053,Engineering,2025-04-26 06:00,2025-04-26 08:00,2.0,37.4,LOW,50.0,False,False,True,SCHEDULED
BLK02298,ENG2802,SEC042,Engineering,2025-04-13 06:00,2025-04-13 17:15,11.2,82.4,CRITICAL,325.9,False,False,True,SCHEDULED
BLK02919,ENG2803,SEC054,Engineering,2025-06-16 06:00,2025-06-16 14:30,8.5,41.46,MEDIUM,193.0,False,False,True,SCHEDULED
BLK00278,ENG2804,SEC005,Engineering,2025-09-02 06:00,2025-09-02 17:15,11.2,39.8,LOW,591.4,False,False,True,SCHEDULED
BLK01571,ENG2805,SEC028,Engineering,2025-04-13 06:00,2025-04-13 10:30,4.5,32.6,LOW,233.6,False,False,True,SCHEDULED
BLK02801,ENG2807,SEC052,Engineering,2025-03-07 06:00,2025-03-07 15:30,9.4,62.4,HIGH,188.0,False,False,True,SCHEDULED
BLK02145,ENG2808,SEC038,Engineering,2025-11-01 06:00,2025-11-01 12:00,6.0,27.19,LOW,246.6,False,False,True,SCHEDULED
BLK02639,ENG2818,SEC048,Engineering,2025-05-27 06:00,2025-05-27 14:00,7.9,62.2,HIGH,231.5,False,False,True,SCHEDULED
BLK00390,ENG2820,SEC007,Engineering,2025-08-26 06:00,2025-08-26 13:45,7.6,64.7,HIGH,360.2,False,False,True,SCHEDULED
BLK03643,ENG2821,SEC068,Engineering,2025-12-10 06:00,2025-12-10 08:30,2.5,95.83,CRITICAL,76.5,False,False,True,SCHEDULED
BLK00645,ENG2824,SEC011,Engineering,2025-10-26 06:00,2025-10-26 13:00,7.0,63.45,HIGH,338.8,False,False,True,SCHEDULED
BLK01489,ENG2825,SEC026,Engineering,2025-11-13 06:00,2025-11-13 16:15,10.1,99.1,CRITICAL,521.2,False,False,True,SCHEDULED
BLK01319,ENG2826,SEC023,Engineering,2025-09-10 06:00,2025-09-10 13:45,7.7,35.4,LOW,348.8,False,False,True,SCHEDULED
BLK03909,ENG2827,SEC074,Engineering,2025-03-15 06:00,2025-03-15 08:15,2.1,61.79,HIGH,50.4,False,False,True,SCHEDULED
BLK03614,ENG2831,SEC068,Engineering,2025-06-29 06:00,2025-06-29 09:00,2.9,61.03,HIGH,88.7,False,False,True,SCHEDULED
BLK00777,ENG2834,SEC013,Engineering,2025-11-28 06:00,2025-11-28 16:15,10.1,98.68,CRITICAL,479.8,False,False,True,SCHEDULED
BLK01963,ENG2835,SEC035,Engineering,2025-04-13 06:00,2025-04-13 13:45,7.7,45.6,MEDIUM,371.1,False,False,True,SCHEDULED
BLK03479,ENG2836,SEC065,Engineering,2025-05-15 06:00,2025-05-15 10:15,4.2,81.11,CRITICAL,120.5,False,False,True,SCHEDULED
BLK03036,ENG2838,SEC056,Engineering,2025-04-12 06:00,2025-04-12 14:00,7.9,60.3,HIGH,225.2,False,False,True,SCHEDULED
BLK01936,ENG2840,SEC034,Engineering,2025-09-26 06:00,2025-09-26 17:00,10.9,82.9,CRITICAL,369.5,False,False,True,SCHEDULED
BLK00978,ENG2841,SEC017,Engineering,2025-09-04 06:00,2025-09-04 12:30,6.4,40.52,MEDIUM,245.8,False,False,True,SCHEDULED
BLK00040,ENG2842,SEC001,Engineering,2025-09-29 06:00,2025-09-29 17:45,11.7,63.1,HIGH,498.4,False,False,True,SCHEDULED
BLK01566,ENG2843,SEC028,Engineering,2025-03-06 06:00,2025-03-06 09:30,3.5,98.7,CRITICAL,181.6,False,False,True,SCHEDULED
BLK01359,ENG2844,SEC024,Engineering,2025-06-06 06:00,2025-06-06 11:00,5.0,31.0,LOW,206.5,False,False,True,SCHEDULED
BLK02776,ENG2846,SEC051,Engineering,2025-10-02 06:00,2025-10-02 07:30,1.5,82.3,CRITICAL,38.7,False,False,True,SCHEDULED
BLK00715,ENG2850,SEC013,Engineering,2025-01-17 06:00,2025-01-17 09:00,3.0,63.6,HIGH,142.5,False,False,True,SCHEDULED
BLK01767,ENG2851,SEC031,Engineering,2025-06-08 06:00,2025-06-08 14:00,7.9,97.7,CRITICAL,320.0,False,False,True,SCHEDULED
BLK01351,ENG2855,SEC024,Engineering,2025-04-09 06:00,2025-04-09 16:30,10.3,97.1,CRITICAL,425.4,False,False,True,SCHEDULED
BLK02598,ENG2857,SEC047,Engineering,2025-10-04 06:00,2025-10-04 11:15,5.1,35.6,LOW,104.0,False,False,True,SCHEDULED
BLK03092,ENG2858,SEC057,Engineering,2025-06-06 10:29,2025-06-06 11:59,1.5,83.0,CRITICAL,52.0,False,False,True,SCHEDULED
BLK01412,ENG2863,SEC025,Engineering,2025-06-07 06:00,2025-06-07 07:45,1.6,98.69,CRITICAL,77.1,False,False,True,SCHEDULED
BLK03915,ENG2865,SEC074,Engineering,2025-03-28 06:00,2025-03-28 08:00,1.8,42.68,MEDIUM,43.2,False,False,True,SCHEDULED
BLK02208,ENG2866,SEC040,Engineering,2025-06-03 06:00,2025-06-03 10:30,4.4,62.6,HIGH,106.5,False,False,True,SCHEDULED
BLK02734,ENG2869,SEC050,Engineering,2025-10-05 06:00,2025-10-05 13:30,7.4,80.91,CRITICAL,148.0,False,False,True,SCHEDULED
BLK01650,ENG2871,SEC029,Engineering,2025-09-08 06:00,2025-09-08 13:30,7.5,63.34,HIGH,384.0,False,False,True,SCHEDULED
BLK00094,ENG2874,SEC002,Engineering,2025-07-27 07:30,2025-07-27 14:45,7.1,30.6,LOW,242.1,False,False,True,SCHEDULED
BLK01802,ENG2875,SEC032,Engineering,2025-03-04 06:00,2025-03-04 12:00,5.8,81.86,CRITICAL,202.4,False,False,True,SCHEDULED
BLK00689,ENG2883,SEC012,Engineering,2025-07-18 06:00,2025-07-18 13:00,7.0,63.38,HIGH,282.8,False,False,True,SCHEDULED
BLK01490,ENG2884,SEC026,Engineering,2025-11-17 06:00,2025-11-17 13:15,7.1,35.5,LOW,366.4,False,False,True,SCHEDULED
BLK03552,ENG2885,SEC067,Engineering,2025-01-03 06:00,2025-01-03 09:00,2.9,60.44,HIGH,74.8,False,False,True,SCHEDULED
BLK00730,ENG2887,SEC013,Engineering,2025-04-20 06:00,2025-04-20 18:00,11.9,98.46,CRITICAL,565.2,False,False,True,SCHEDULED
BLK02870,ENG2890,SEC053,Engineering,2025-06-27 06:00,2025-06-27 17:00,10.8,60.98,HIGH,270.0,False,False,True,SCHEDULED
BLK00695,ENG2891,SEC012,Engineering,2025-08-29 06:00,2025-08-29 11:30,5.3,61.9,HIGH,214.1,False,False,True,SCHEDULED
BLK02595,ENG2892,SEC047,Engineering,2025-09-09 06:00,2025-09-09 17:30,11.4,24.3,LOW,232.6,False,False,True,SCHEDULED
BLK03931,ENG2893,SEC074,Engineering,2025-07-18 06:00,2025-07-18 14:15,8.2,59.9,MEDIUM,196.8,False,False,True,SCHEDULED
BLK00519,ENG2894,SEC009,Engineering,2025-10-03 06:00,2025-10-03 12:45,6.6,97.7,CRITICAL,275.9,False,False,True,SCHEDULED
BLK00467,ENG2896,SEC008,Engineering,2025-11-18 06:00,2025-11-18 12:00,6.0,40.3,MEDIUM,273.0,False,False,True,SCHEDULED
BLK00060,ENG2901,SEC002,Engineering,2025-02-13 06:00,2025-02-13 14:30,8.4,63.4,HIGH,286.4,False,False,True,SCHEDULED
BLK00508,ENG2903,SEC009,Engineering,2025-07-09 06:00,2025-07-09 17:15,11.2,32.9,LOW,468.2,False,False,True,SCHEDULED
BLK03167,ENG2906,SEC059,Engineering,2025-02-11 06:00,2025-02-11 14:45,8.6,62.0,HIGH,172.9,False,False,True,SCHEDULED
BLK03212,ENG2907,SEC059,Engineering,2025-12-19 06:00,2025-12-19 14:00,7.8,36.54,LOW,156.8,False,False,True,SCHEDULED
BLK00823,ENG2916,SEC014,Engineering,2025-09-27 06:00,2025-09-27 08:00,1.9,42.5,MEDIUM,86.3,False,False,True,SCHEDULED
BLK01941,ENG2921,SEC034,Engineering,2025-10-17 06:00,2025-10-17 11:00,4.9,63.41,HIGH,166.1,False,False,True,SCHEDULED
BLK01086,ENG2922,SEC019,Engineering,2025-09-22 06:00,2025-09-22 12:15,6.1,42.1,MEDIUM,297.7,False,False,True,SCHEDULED
BLK00389,ENG2923,SEC007,Engineering,2025-08-21 06:00,2025-08-21 14:45,8.6,31.05,LOW,407.6,False,False,True,SCHEDULED
BLK00014,ENG2924,SEC001,Engineering,2025-05-19 06:00,2025-05-19 18:00,11.9,24.3,LOW,506.9,False,False,True,SCHEDULED
BLK00101,ENG2925,SEC002,Engineering,2025-09-11 06:00,2025-09-11 10:30,4.4,83.1,CRITICAL,150.0,False,False,True,SCHEDULED
BLK03945,ENG2927,SEC074,Engineering,2025-10-27 06:00,2025-10-27 10:30,4.4,36.17,LOW,105.6,False,False,True,SCHEDULED
BLK01616,ENG2928,SEC029,Engineering,2025-01-29 06:00,2025-01-29 13:00,6.9,43.93,MEDIUM,353.3,False,False,True,SCHEDULED
BLK00384,ENG2935,SEC007,Engineering,2025-07-18 06:00,2025-07-18 15:30,9.3,35.3,LOW,440.8,False,False,True,SCHEDULED
BLK02184,ENG2936,SEC039,Engineering,2025-12-06 06:00,2025-12-06 17:00,10.8,41.31,MEDIUM,387.7,False,False,True,SCHEDULED
BLK00993,ENG2937,SEC017,Engineering,2025-11-14 06:00,2025-11-14 12:00,6.0,62.5,HIGH,230.4,False,False,True,SCHEDULED
BLK00927,ENG2938,SEC016,Engineering,2025-09-03 06:00,2025-09-03 07:45,1.6,38.7,LOW,67.8,False,False,True,SCHEDULED
BLK00599,ENG2939,SEC011,Engineering,2025-03-19 06:00,2025-03-19 13:00,6.9,85.5,CRITICAL,334.0,False,False,True,SCHEDULED
BLK02039,ENG2940,SEC036,Engineering,2025-10-20 16:30,2025-10-20 17:45,1.1,39.5,LOW,57.3,False,False,True,SCHEDULED
BLK03851,ENG2943,SEC073,Engineering,2025-04-27 06:00,2025-04-27 08:45,2.7,61.8,HIGH,56.2,False,False,True,SCHEDULED
BLK01770,ENG2946,SEC031,Engineering,2025-06-15 06:00,2025-06-15 15:15,9.2,38.58,LOW,372.6,False,False,True,SCHEDULED
BLK01087,ENG2947,SEC019,Engineering,2025-09-23 06:00,2025-09-23 13:45,7.7,27.5,LOW,375.8,False,False,True,SCHEDULED
BLK03768,ENG2951,SEC071,Engineering,2025-08-31 06:00,2025-08-31 09:00,3.0,61.8,HIGH,66.6,False,False,True,SCHEDULED
BLK00888,ENG2952,SEC015,Engineering,2025-10-27 06:00,2025-10-27 07:30,1.3,65.7,HIGH,58.5,False,False,True,SCHEDULED
BLK02048,ENG2953,SEC036,Engineering,2025-12-02 06:00,2025-12-02 09:45,3.6,40.8,MEDIUM,187.6,False,False,True,SCHEDULED
BLK00334,ENG2957,SEC006,Engineering,2025-06-28 10:00,2025-06-28 14:00,3.8,28.47,LOW,190.4,False,False,True,SCHEDULED
BLK02588,ENG2958,SEC047,Engineering,2025-08-07 06:00,2025-08-07 10:15,4.2,81.34,CRITICAL,85.7,False,False,True,SCHEDULED
BLK00548,ENG2962,SEC010,Engineering,2025-04-28 06:00,2025-04-28 14:00,8.0,65.5,HIGH,374.4,False,False,True,SCHEDULED
BLK00369,ENG2963,SEC007,Engineering,2025-02-18 06:00,2025-02-18 12:15,6.1,38.81,LOW,289.1,False,False,True,SCHEDULED
BLK00676,ENG2965,SEC012,Engineering,2025-04-20 06:00,2025-04-20 11:30,5.5,84.3,CRITICAL,222.2,False,False,True,SCHEDULED
BLK00703,ENG2966,SEC012,Engineering,2025-10-09 06:00,2025-10-09 15:00,9.0,62.8,HIGH,363.6,False,False,True,SCHEDULED
BLK00524,ENG2973,SEC009,Engineering,2025-11-05 06:00,2025-11-05 16:30,10.4,65.4,HIGH,434.7,False,False,True,SCHEDULED
BLK01581,ENG2974,SEC028,Engineering,2025-06-25 06:00,2025-06-25 10:30,4.4,85.1,CRITICAL,228.4,False,False,True,SCHEDULED
BLK02660,ENG2975,SEC048,Engineering,2025-11-17 06:00,2025-11-17 08:00,1.8,82.4,CRITICAL,52.7,False,False,True,SCHEDULED
BLK03992,ENG2982,SEC075,Engineering,2025-09-08 06:00,2025-09-08 16:00,9.9,40.2,MEDIUM,198.0,False,False,True,SCHEDULED
BLK01518,ENG2986,SEC027,Engineering,2025-04-25 06:00,2025-04-25 10:15,4.1,63.39,HIGH,146.4,False,False,True,SCHEDULED
BLK03472,ENG2987,SEC065,Engineering,2025-03-29 06:00,2025-03-29 16:30,10.5,36.0,LOW,301.3,False,False,True,SCHEDULED
BLK02124,ENG2988,SEC038,Engineering,2025-06-01 06:00,2025-06-01 12:30,6.4,38.9,LOW,263.0,False,False,True,SCHEDULED
BLK00930,ENG2990,SEC016,Engineering,2025-09-23 06:00,2025-09-23 13:00,6.8,63.3,HIGH,288.3,False,False,True,SCHEDULED
BLK02278,ENG2991,SEC041,Engineering,2025-10-11 06:00,2025-10-11 18:00,11.8,80.3,CRITICAL,247.8,False,False,True,SCHEDULED
BLK01853,ENG2992,SEC033,Engineering,2025-03-09 13:30,2025-03-09 15:45,2.1,63.99,HIGH,103.3,False,False,True,SCHEDULED
BLK00820,ENG2993,SEC014,Engineering,2025-09-21 06:00,2025-09-21 15:00,8.8,65.1,HIGH,399.5,False,False,True,SCHEDULED
BLK02810,ENG2996,SEC052,Engineering,2025-04-16 06:00,2025-04-16 13:00,7.0,60.45,HIGH,140.0,False,False,True,SCHEDULED
BLK00814,ENG3002,SEC014,Engineering,2025-08-22 06:00,2025-08-22 08:45,2.7,83.7,CRITICAL,122.6,False,False,True,SCHEDULED
BLK02871,ENG3003,SEC053,Engineering,2025-07-12 15:45,2025-07-12 19:45,4.0,62.79,HIGH,100.0,False,False,True,SCHEDULED
BLK01120,ENG3006,SEC020,Engineering,2025-06-19 06:00,2025-06-19 13:30,7.3,42.5,MEDIUM,280.3,False,False,True,SCHEDULED
BLK01718,ENG3007,SEC030,Engineering,2025-09-12 06:00,2025-09-12 08:15,2.1,33.19,LOW,85.9,False,False,True,SCHEDULED
BLK03268,ENG3009,SEC061,Engineering,2025-02-06 06:00,2025-02-06 11:00,4.9,59.1,MEDIUM,100.9,False,False,True,SCHEDULED
BLK01199,ENG3013,SEC021,Engineering,2025-10-18 06:00,2025-10-18 16:45,10.6,64.3,HIGH,462.2,False,False,True,SCHEDULED
BLK02517,ENG3014,SEC046,Engineering,2025-03-20 06:00,2025-03-20 15:30,9.5,37.0,LOW,256.5,False,False,True,SCHEDULED
BLK02110,ENG3020,SEC038,Engineering,2025-03-24 06:00,2025-03-24 16:30,10.3,83.75,CRITICAL,423.3,False,False,True,SCHEDULED
BLK01416,ENG3022,SEC025,Engineering,2025-06-30 10:00,2025-06-30 19:30,9.5,64.4,HIGH,457.9,False,False,True,SCHEDULED
BLK01297,ENG3025,SEC023,Engineering,2025-04-24 06:00,2025-04-24 08:00,2.0,44.15,MEDIUM,90.6,False,False,True,SCHEDULED
BLK02658,ENG3026,SEC048,Engineering,2025-11-04 06:00,2025-11-04 09:30,3.3,36.9,LOW,96.7,False,False,True,SCHEDULED
BLK03293,ENG3030,SEC061,Engineering,2025-06-24 06:00,2025-06-24 09:00,2.8,60.9,HIGH,57.7,False,False,True,SCHEDULED
BLK03456,ENG3033,SEC064,Engineering,2025-10-27 06:00,2025-10-27 11:15,5.1,61.63,HIGH,125.0,False,False,True,SCHEDULED
BLK02948,ENG3035,SEC054,Engineering,2025-12-08 06:00,2025-12-08 10:45,4.6,80.73,CRITICAL,104.4,False,False,True,SCHEDULED
BLK01724,ENG3036,SEC030,Engineering,2025-09-30 06:00,2025-09-30 12:15,6.2,40.9,MEDIUM,253.6,False,False,True,SCHEDULED
BLK01621,ENG3037,SEC029,Engineering,2025-02-17 06:00,2025-02-17 09:15,3.2,65.1,HIGH,163.8,False,False,True,SCHEDULED
BLK00915,ENG3040,SEC016,Engineering,2025-05-28 06:00,2025-05-28 09:00,2.9,83.24,CRITICAL,123.0,False,False,True,SCHEDULED
BLK00393,ENG3042,SEC007,Engineering,2025-09-21 06:00,2025-09-21 13:30,7.3,41.7,MEDIUM,346.0,False,False,True,SCHEDULED
BLK03585,ENG3043,SEC067,Engineering,2025-09-14 06:00,2025-09-14 12:45,6.6,60.1,HIGH,170.3,False,False,True,SCHEDULED
BLK02656,ENG3044,SEC048,Engineering,2025-11-01 10:30,2025-11-01 13:45,3.1,39.52,LOW,90.8,False,False,True,SCHEDULED
BLK00373,ENG3046,SEC007,Engineering,2025-04-19 06:00,2025-04-19 14:45,8.7,62.88,HIGH,412.4,False,False,True,SCHEDULED
BLK03661,ENG3047,SEC069,Engineering,2025-05-13 06:00,2025-05-13 14:15,8.1,59.3,MEDIUM,162.0,False,False,True,SCHEDULED
BLK00468,ENG3048,SEC008,Engineering,2025-11-23 06:00,2025-11-23 10:00,3.8,40.35,MEDIUM,172.9,False,False,True,SCHEDULED
BLK01186,ENG3049,SEC021,Engineering,2025-07-12 06:00,2025-07-12 09:15,3.1,83.4,CRITICAL,135.2,False,False,True,SCHEDULED
BLK00699,ENG3054,SEC012,Engineering,2025-09-29 06:00,2025-09-29 08:45,2.7,62.9,HIGH,109.1,False,False,True,SCHEDULED
BLK01135,ENG3056,SEC020,Engineering,2025-09-03 06:00,2025-09-03 13:00,7.0,64.14,HIGH,268.8,False,False,True,SCHEDULED
BLK01695,ENG3057,SEC030,Engineering,2025-05-13 06:00,2025-05-13 10:30,4.5,83.49,CRITICAL,184.0,False,False,True,SCHEDULED
BLK02091,ENG3063,SEC037,Engineering,2025-09-24 06:00,2025-09-24 07:15,1.1,35.4,LOW,54.8,False,False,True,SCHEDULED
BLK02311,ENG3067,SEC042,Engineering,2025-06-12 06:00,2025-06-12 15:30,9.3,29.4,LOW,270.6,False,False,True,SCHEDULED
BLK00772,ENG3068,SEC013,Engineering,2025-10-25 06:00,2025-10-25 09:15,3.1,64.7,HIGH,147.2,False,False,True,SCHEDULED
BLK02712,ENG3069,SEC050,Engineering,2025-03-13 06:00,2025-03-13 16:45,10.6,80.1,CRITICAL,212.0,False,False,True,SCHEDULED
BLK03019,ENG3071,SEC056,Engineering,2025-01-31 06:00,2025-01-31 09:30,3.3,62.52,HIGH,94.0,False,False,True,SCHEDULED
BLK03330,ENG3075,SEC062,Engineering,2025-02-13 06:00,2025-02-13 15:30,9.4,61.5,HIGH,188.0,False,False,True,SCHEDULED
BLK03265,ENG3076,SEC061,Engineering,2025-01-09 06:00,2025-01-09 14:30,8.4,80.4,CRITICAL,173.0,False,False,True,SCHEDULED
BLK01060,ENG3077,SEC019,Engineering,2025-04-20 06:00,2025-04-20 10:30,4.3,29.7,LOW,209.8,False,False,True,SCHEDULED
BLK02383,ENG3079,SEC043,Engineering,2025-10-09 06:00,2025-10-09 17:30,11.5,62.97,HIGH,376.0,False,False,True,SCHEDULED
BLK00867,ENG3080,SEC015,Engineering,2025-08-12 06:00,2025-08-12 12:00,5.9,84.3,CRITICAL,265.5,False,False,True,SCHEDULED
BLK03778,ENG3081,SEC071,Engineering,2025-11-13 06:00,2025-11-13 14:30,8.3,39.07,LOW,184.3,False,False,True,SCHEDULED
BLK01449,ENG3083,SEC026,Engineering,2025-01-13 06:00,2025-01-13 16:30,10.3,65.66,HIGH,531.5,False,False,True,SCHEDULED
BLK03618,ENG3085,SEC068,Engineering,2025-08-05 06:00,2025-08-05 12:30,6.3,82.6,CRITICAL,192.8,False,False,True,SCHEDULED
BLK00984,ENG3086,SEC017,Engineering,2025-10-02 06:00,2025-10-02 13:15,7.2,65.1,HIGH,276.5,False,False,True,SCHEDULED
BLK03054,ENG3090,SEC056,Engineering,2025-09-02 06:00,2025-09-02 14:00,7.8,62.3,HIGH,222.3,False,False,True,SCHEDULED
BLK01340,ENG3092,SEC024,Engineering,2025-01-28 06:00,2025-01-28 07:30,1.5,62.36,HIGH,62.0,False,False,True,SCHEDULED
BLK00255,ENG3095,SEC005,Engineering,2025-04-05 06:00,2025-04-05 09:30,3.4,64.29,HIGH,179.5,False,False,True,SCHEDULED
BLK02070,ENG3099,SEC037,Engineering,2025-04-24 06:00,2025-04-24 09:00,2.9,84.4,CRITICAL,144.4,False,False,True,SCHEDULED
BLK01395,ENG3100,SEC025,Engineering,2025-01-06 06:00,2025-01-06 12:30,6.3,43.8,MEDIUM,303.7,False,False,True,SCHEDULED
BLK02359,ENG3101,SEC043,Engineering,2025-05-18 06:00,2025-05-18 17:15,11.1,38.26,LOW,363.0,False,False,True,SCHEDULED
BLK03206,ENG3103,SEC059,Engineering,2025-11-10 06:00,2025-11-10 07:30,1.5,23.0,LOW,30.2,False,False,True,SCHEDULED
BLK03960,ENG3105,SEC075,Engineering,2025-02-27 06:00,2025-02-27 12:00,6.0,79.9,HIGH,120.0,False,False,True,SCHEDULED
BLK03493,ENG3107,SEC065,Engineering,2025-09-01 06:00,2025-09-01 09:30,3.3,24.9,LOW,94.7,False,False,True,SCHEDULED
BLK00526,ENG3109,SEC009,Engineering,2025-11-10 06:00,2025-11-10 09:00,2.9,62.1,HIGH,121.2,False,False,True,SCHEDULED
BLK02485,ENG3111,SEC045,Engineering,2025-08-11 06:00,2025-08-11 13:45,7.6,95.88,CRITICAL,212.8,False,False,True,SCHEDULED
BLK00913,ENG3113,SEC016,Engineering,2025-04-26 06:00,2025-04-26 11:30,5.4,84.6,CRITICAL,229.0,False,False,True,SCHEDULED
BLK03278,ENG3115,SEC061,Engineering,2025-03-20 06:00,2025-03-20 16:15,10.1,80.0,CRITICAL,208.1,False,False,True,SCHEDULED
BLK02885,ENG3116,SEC053,Engineering,2025-09-27 06:00,2025-09-27 12:15,6.1,94.7,CRITICAL,152.5,False,False,True,SCHEDULED
BLK01327,ENG3117,SEC023,Engineering,2025-10-17 06:00,2025-10-17 17:30,11.5,98.4,CRITICAL,521.0,False,False,True,SCHEDULED
BLK02916,ENG3118,SEC054,Engineering,2025-04-28 06:00,2025-04-28 15:00,8.9,95.0,CRITICAL,202.0,False,False,True,SCHEDULED
BLK00710,ENG3119,SEC012,Engineering,2025-11-29 06:00,2025-11-29 13:30,7.3,83.62,CRITICAL,294.9,False,False,True,SCHEDULED
BLK01612,ENG3122,SEC028,Engineering,2025-12-20 06:00,2025-12-20 10:15,4.1,66.7,HIGH,212.8,False,False,True,SCHEDULED
BLK03197,ENG3129,SEC059,Engineering,2025-07-18 06:00,2025-07-18 07:30,1.5,59.83,MEDIUM,30.2,False,False,True,SCHEDULED
BLK02328,ENG3134,SEC042,Engineering,2025-09-01 06:00,2025-09-01 15:00,9.0,42.25,MEDIUM,261.9,False,False,True,SCHEDULED
BLK00293,ENG3135,SEC006,Engineering,2025-01-05 06:00,2025-01-05 11:15,5.1,64.0,HIGH,255.5,False,False,True,SCHEDULED
BLK02733,ENG3136,SEC050,Engineering,2025-09-27 06:00,2025-09-27 07:15,1.2,22.1,LOW,24.0,False,False,True,SCHEDULED
BLK00553,ENG3137,SEC010,Engineering,2025-06-10 10:29,2025-06-10 19:29,8.9,63.5,HIGH,416.5,False,False,True,SCHEDULED
BLK03718,ENG3139,SEC070,Engineering,2025-10-02 06:00,2025-10-02 16:45,10.7,40.0,LOW,244.0,False,False,True,SCHEDULED
BLK01380,ENG3140,SEC024,Engineering,2025-09-20 06:00,2025-09-20 16:30,10.5,62.76,HIGH,433.6,False,False,True,SCHEDULED
BLK01859,ENG3141,SEC033,Engineering,2025-04-01 06:00,2025-04-01 17:30,11.3,64.5,HIGH,556.0,False,False,True,SCHEDULED
BLK00922,ENG3143,SEC016,Engineering,2025-08-11 06:00,2025-08-11 17:45,11.7,84.4,CRITICAL,496.1,False,False,True,SCHEDULED
BLK02529,ENG3146,SEC046,Engineering,2025-05-14 06:00,2025-05-14 09:30,3.5,62.1,HIGH,94.5,False,False,True,SCHEDULED
BLK03506,ENG3147,SEC066,Engineering,2025-01-18 13:00,2025-01-18 18:45,5.6,60.68,HIGH,151.2,False,False,True,SCHEDULED
BLK03910,ENG3150,SEC074,Engineering,2025-03-16 06:00,2025-03-16 07:15,1.2,62.45,HIGH,28.8,False,False,True,SCHEDULED
BLK03131,ENG3154,SEC058,Engineering,2025-05-15 06:00,2025-05-15 13:00,7.0,82.1,CRITICAL,191.1,False,False,True,SCHEDULED
BLK03871,ENG3155,SEC073,Engineering,2025-08-10 06:00,2025-08-10 16:15,10.2,41.09,MEDIUM,212.2,False,False,True,SCHEDULED
BLK00473,ENG3156,SEC008,Engineering,2025-12-06 06:00,2025-12-06 10:15,4.1,45.4,MEDIUM,186.5,False,False,True,SCHEDULED
BLK03796,ENG3159,SEC072,Engineering,2025-04-09 06:00,2025-04-09 10:00,4.0,95.4,CRITICAL,96.0,False,False,True,SCHEDULED
BLK00134,ENG3160,SEC003,Engineering,2025-05-06 06:00,2025-05-06 14:30,8.5,25.1,LOW,418.2,False,False,True,SCHEDULED
BLK02959,ENG3161,SEC055,Engineering,2025-02-25 06:00,2025-02-25 17:15,11.2,61.9,HIGH,236.3,False,False,True,SCHEDULED
BLK00464,ENG3162,SEC008,Engineering,2025-11-09 06:00,2025-11-09 17:15,11.2,83.5,CRITICAL,509.6,False,False,True,SCHEDULED
BLK02470,ENG3163,SEC045,Engineering,2025-04-25 06:00,2025-04-25 08:00,2.0,39.2,LOW,56.0,False,False,True,SCHEDULED
BLK00422,ENG3171,SEC008,Engineering,2025-02-20 06:00,2025-02-20 07:15,1.2,45.8,MEDIUM,54.6,False,False,True,SCHEDULED
BLK00241,ENG3173,SEC005,Engineering,2025-01-16 06:00,2025-01-16 17:30,11.3,85.5,CRITICAL,596.6,False,False,True,SCHEDULED
BLK01144,ENG3174,SEC020,Engineering,2025-10-05 06:00,2025-10-05 12:30,6.5,63.6,HIGH,249.6,False,False,True,SCHEDULED
BLK03526,ENG3177,SEC066,Engineering,2025-06-17 06:00,2025-06-17 11:30,5.5,81.6,CRITICAL,148.5,False,False,True,SCHEDULED
