task_id,section_id,department,priority_score,duration_hours,earliest_start,latest_end,deadline,train_conflict_cost,traffic_density,power_block_required,signal_block_required,track_block_required,can_combine
ENG2921,SEC034,Engineering,63.4,4.9,2025-10-17 06:00,2025-11-05 22:00,2025-11-05,166.1,0.339,False,False,True,False
ENG2922,SEC019,Engineering,42.1,6.1,2025-09-22 06:00,2025-11-07 22:00,2025-11-07,297.7,0.488,False,False,True,True
ENG2923,SEC007,Engineering,30.2,8.6,2025-08-21 06:00,2025-10-25 22:00,2025-10-25,407.6,0.474,False,False,True,True
ENG2924,SEC001,Engineering,24.3,11.9,2025-05-19 06:00,2025-08-15 22:00,2025-08-15,506.9,0.426,False,False,True,True
ENG2925,SEC002,Engineering,83.1,4.4,2025-09-11 06:00,2025-09-20 22:00,2025-09-20,150.0,0.341,False,False,True,True
ENG2927,SEC074,Engineering,35.3,4.4,2025-10-27 06:00,2025-12-26 22:00,2025-12-26,105.6,0.24,False,False,True,True
ENG2928,SEC029,Engineering,44.0,6.9,2025-01-29 06:00,2025-03-09 22:00,2025-03-09,353.3,0.512,False,False,True,True
ENG2935,SEC007,Engineering,35.3,9.3,2025-07-18 06:00,2025-08-29 22:00,2025-08-29,440.8,0.474,False,False,True,True
ENG2936,SEC039,Engineering,41.1,10.8,2025-12-06 06:00,2026-01-17 22:00,2026-01-17,387.7,0.359,False,False,True,True
ENG2937,SEC017,Engineering,62.5,6.0,2025-11-14 06:00,2025-12-10 22:00,2025-12-10,230.4,0.384,False,False,True,True
ENG2938,SEC016,Engineering,38.7,1.6,2025-09-03 06:00,2025-10-30 22:00,2025-10-30,67.8,0.424,False,False,True,True
ENG2939,SEC011,Engineering,85.5,6.9,2025-03-19 06:00,2025-03-27 22:00,2025-03-27,334.0,0.484,False,False,True,True
ENG2940,SEC036,Engineering,39.5,1.1,2025-10-20 06:00,2025-12-19 22:00,2025-12-19,57.3,0.521,False,False,True,True
ENG2942,SEC052,Engineering,93.9,7.0,2025-01-01 06:00,2025-01-08 22:00,2025-01-08,140.0,0.2,False,False,True,False
ENG2943,SEC073,Engineering,61.8,2.7,2025-04-27 06:00,2025-05-14 22:00,2025-05-14,56.2,0.208,False,False,True,True
ENG2946,SEC031,Engineering,37.7,9.2,2025-06-15 06:00,2025-08-14 22:00,2025-08-14,372.6,0.405,False,False,True,False
ENG2947,SEC019,Engineering,27.5,7.7,2025-09-23 06:00,2025-12-10 22:00,2025-12-10,375.8,0.488,False,False,True,True
ENG2951,SEC071,Engineering,61.8,3.0,2025-08-31 06:00,2025-09-18 22:00,2025-09-18,66.6,0.222,False,False,True,True
ENG2952,SEC015,Engineering,65.7,1.3,2025-10-27 06:00,2025-11-12 22:00,2025-11-12,58.5,0.45,False,False,True,True
ENG2953,SEC036,Engineering,40.8,3.6,2025-12-02 06:00,2026-01-25 22:00,2026-01-25,187.6,0.521,False,False,True,False
ENG2957,SEC006,Engineering,28.3,3.8,2025-06-28 06:00,2025-09-11 22:00,2025-09-11,190.4,0.501,False,False,True,True
ENG2958,SEC047,Engineering,81.5,4.2,2025-08-07 06:00,2025-08-14 22:00,2025-08-14,85.7,0.204,False,False,True,False
ENG2962,SEC010,Engineering,65.5,8.0,2025-04-28 06:00,2025-05-16 22:00,2025-05-16,374.4,0.468,False,False,True,True
ENG2963,SEC007,Engineering,38.8,6.1,2025-02-18 06:00,2025-04-19 22:00,2025-04-19,289.1,0.474,False,False,True,False
ENG2965,SEC012,Engineering,84.3,5.5,2025-04-20 06:00,2025-04-28 22:00,2025-04-28,222.2,0.404,False,False,True,True
ENG2966,SEC012,Engineering,62.8,9.0,2025-10-09 06:00,2025-11-04 22:00,2025-11-04,363.6,0.404,False,False,True,True
ENG2973,SEC009,Engineering,65.4,10.4,2025-11-05 06:00,2025-11-20 22:00,2025-11-20,434.7,0.418,False,False,True,True
ENG2974,SEC028,Engineering,85.1,4.4,2025-06-25 06:00,2025-07-07 22:00,2025-07-07,228.4,0.519,False,False,True,True
ENG2975,SEC048,Engineering,82.4,1.8,2025-11-17 06:00,2025-11-26 22:00,2025-11-26,52.7,0.293,False,False,True,True
ENG2982,SEC075,Engineering,40.2,9.9,2025-09-08 06:00,2025-10-13 22:00,2025-10-13,198.0,0.2,False,False,True,True
ENG2986,SEC027,Engineering,63.4,4.1,2025-04-25 06:00,2025-05-15 22:00,2025-05-15,146.4,0.357,False,False,True,True
ENG2987,SEC065,Engineering,36.0,10.5,2025-03-29 06:00,2025-05-28 22:00,2025-05-28,301.3,0.287,False,False,True,True
ENG2988,SEC038,Engineering,38.9,6.4,2025-06-01 06:00,2025-07-26 22:00,2025-07-26,263.0,0.411,False,False,True,False
ENG2990,SEC016,Engineering,63.3,6.8,2025-09-23 06:00,2025-10-18 22:00,2025-10-18,288.3,0.424,False,False,True,True
ENG2991,SEC041,Engineering,80.3,11.8,2025-10-11 06:00,2025-10-24 22:00,2025-10-24,247.8,0.21,False,False,True,True
ENG2992,SEC033,Engineering,64.1,2.1,2025-03-09 06:00,2025-04-04 22:00,2025-04-04,103.3,0.492,False,False,True,False
ENG2993,SEC014,Engineering,65.1,8.8,2025-09-21 06:00,2025-10-10 22:00,2025-10-10,399.5,0.454,False,False,True,True
ENG2996,SEC052,Engineering,59.5,7.0,2025-04-16 06:00,2025-05-13 22:00,2025-05-13,140.0,0.2,False,False,True,False
ENG2998,SEC020,Engineering,43.6,8.3,2025-04-28 06:00,2025-05-30 22:00,2025-05-30,318.7,0.384,False,False,True,True
ENG3002,SEC014,Engineering,83.7,2.7,2025-08-22 06:00,2025-09-05 22:00,2025-09-05,122.6,0.454,False,False,True,True
ENG3003,SEC053,Engineering,63.1,4.0,2025-07-12 06:00,2025-07-26 22:00,2025-07-26,100.0,0.25,False,False,True,False
ENG3006,SEC020,Engineering,42.5,7.3,2025-06-19 06:00,2025-07-26 22:00,2025-07-26,280.3,0.384,False,False,True,True
ENG3007,SEC030,Engineering,33.4,2.1,2025-09-12 06:00,2025-10-28 22:00,2025-10-28,85.9,0.409,False,False,True,True
ENG3009,SEC061,Engineering,59.1,4.9,2025-02-06 06:00,2025-03-07 22:00,2025-03-07,100.9,0.206,False,False,True,True
ENG3013,SEC021,Engineering,64.6,10.6,2025-10-18 06:00,2025-11-07 22:00,2025-11-07,462.2,0.436,False,False,True,False
ENG3014,SEC046,Engineering,37.0,9.5,2025-03-20 06:00,2025-05-13 22:00,2025-05-13,256.5,0.27,False,False,True,True
ENG3020,SEC038,Engineering,83.7,10.3,2025-03-24 06:00,2025-04-04 22:00,2025-04-04,423.3,0.411,False,False,True,True
ENG3022,SEC025,Engineering,64.6,9.5,2025-06-30 06:00,2025-07-23 22:00,2025-07-23,457.9,0.482,False,False,True,True
ENG3025,SEC023,Engineering,44.0,2.0,2025-04-24 06:00,2025-05-29 22:00,2025-05-29,90.6,0.453,False,False,True,True
ENG3026,SEC048,Engineering,36.7,3.3,2025-11-04 06:00,2025-12-31 22:00,2025-12-31,96.7,0.293,False,False,True,True
ENG3030,SEC061,Engineering,60.9,2.8,2025-06-24 06:00,2025-07-15 22:00,2025-07-15,57.7,0.206,False,False,True,True
ENG3033,SEC064,Engineering,61.7,5.1,2025-10-27 06:00,2025-11-16 22:00,2025-11-16,125.0,0.245,False,False,True,True
ENG3035,SEC054,Engineering,80.7,4.6,2025-12-08 06:00,2025-12-20 22:00,2025-12-20,104.4,0.227,False,False,True,True
ENG3036,SEC030,Engineering,40.9,6.2,2025-09-30 06:00,2025-11-15 22:00,2025-11-15,253.6,0.409,False,False,True,True
ENG3037,SEC029,Engineering,65.1,3.2,2025-02-17 06:00,2025-03-12 22:00,2025-03-12,163.8,0.512,False,False,True,True
ENG3040,SEC016,Engineering,83.2,2.9,2025-05-28 06:00,2025-06-11 22:00,2025-06-11,123.0,0.424,False,False,True,False
ENG3042,SEC007,Engineering,41.7,7.3,2025-09-21 06:00,2025-11-07 22:00,2025-11-07,346.0,0.474,False,False,True,True
ENG3043,SEC067,Engineering,60.1,6.6,2025-09-14 06:00,2025-10-12 22:00,2025-10-12,170.3,0.258,False,False,True,True
ENG3044,SEC048,Engineering,39.4,3.1,2025-11-01 06:00,2025-12-16 22:00,2025-12-16,90.8,0.293,False,False,True,True
ENG3046,SEC007,Engineering,62.9,8.7,2025-04-19 06:00,2025-05-19 22:00,2025-05-19,412.4,0.474,False,False,True,False
ENG3047,SEC069,Engineering,59.3,8.1,2025-05-13 06:00,2025-06-10 22:00,2025-06-10,162.0,0.2,False,False,True,False
ENG3048,SEC008,Engineering,39.8,3.8,2025-11-23 06:00,2026-01-16 22:00,2026-01-16,172.9,0.455,False,False,True,True
ENG3049,SEC021,Engineering,83.4,3.1,2025-07-12 06:00,2025-07-26 22:00,2025-07-26,135.2,0.436,False,False,True,True
ENG3054,SEC012,Engineering,63.0,2.7,2025-09-29 06:00,2025-10-24 22:00,2025-10-24,109.1,0.404,False,False,True,True
ENG3056,SEC020,Engineering,64.5,7.0,2025-09-03 06:00,2025-09-20 22:00,2025-09-20,268.8,0.384,False,False,True,False
ENG3057,SEC030,Engineering,83.5,4.5,2025-05-13 06:00,2025-05-25 22:00,2025-05-25,184.0,0.409,False,False,True,False
ENG3063,SEC037,Engineering,35.4,1.1,2025-09-24 06:00,2025-11-06 22:00,2025-11-06,54.8,0.498,False,False,True,False
ENG3067,SEC042,Engineering,29.4,9.3,2025-06-12 06:00,2025-08-07 22:00,2025-08-07,270.6,0.291,False,False,True,True
ENG3068,SEC013,Engineering,64.7,3.1,2025-10-25 06:00,2025-11-16 22:00,2025-11-16,147.2,0.475,False,False,True,True
ENG3069,SEC050,Engineering,80.1,10.6,2025-03-13 06:00,2025-03-26 22:00,2025-03-26,212.0,0.2,False,False,True,True
ENG3071,SEC056,Engineering,63.7,3.3,2025-01-31 06:00,2025-02-14 22:00,2025-02-14,94.0,0.285,False,False,True,True
ENG3075,SEC062,Engineering,61.5,9.4,2025-02-13 06:00,2025-03-03 22:00,2025-03-03,188.0,0.2,False,False,True,False
ENG3076,SEC061,Engineering,80.4,8.4,2025-01-09 06:00,2025-01-21 22:00,2025-01-21,173.0,0.206,False,False,True,False
ENG3077,SEC019,Engineering,29.7,4.3,2025-04-20 06:00,2025-06-27 22:00,2025-06-27,209.8,0.488,False,False,True,True
ENG3079,SEC043,Engineering,63.8,11.5,2025-10-09 06:00,2025-10-25 22:00,2025-10-25,376.0,0.327,False,False,True,True
ENG3080,SEC015,Engineering,84.3,5.9,2025-08-12 06:00,2025-08-23 22:00,2025-08-23,265.5,0.45,False,False,True,True
ENG3081,SEC071,Engineering,39.2,8.3,2025-11-13 06:00,2025-12-24 22:00,2025-12-24,184.3,0.222,False,False,True,True
ENG3083,SEC026,Engineering,65.8,10.3,2025-01-13 06:00,2025-02-02 22:00,2025-02-02,531.5,0.516,False,False,True,True
ENG3085,SEC068,Engineering,82.6,6.3,2025-08-05 06:00,2025-08-14 22:00,2025-08-14,192.8,0.306,False,False,True,False
ENG3086,SEC017,Engineering,65.1,7.2,2025-10-02 06:00,2025-10-16 22:00,2025-10-16,276.5,0.384,False,False,True,True
ENG3090,SEC056,Engineering,62.3,7.8,2025-09-02 06:00,2025-09-22 22:00,2025-09-22,222.3,0.285,False,False,True,False
ENG3092,SEC024,Engineering,62.0,1.5,2025-01-28 06:00,2025-02-27 22:00,2025-02-27,62.0,0.413,False,False,True,True
ENG3095,SEC005,Engineering,64.6,3.4,2025-04-05 06:00,2025-05-01 22:00,2025-05-01,179.5,0.528,False,False,True,True
ENG3099,SEC037,Engineering,84.4,2.9,2025-04-24 06:00,2025-05-08 22:00,2025-05-08,144.4,0.498,False,False,True,False
ENG3100,SEC025,Engineering,43.8,6.3,2025-01-06 06:00,2025-02-13 22:00,2025-02-13,303.7,0.482,False,False,True,True
ENG3101,SEC043,Engineering,38.3,11.1,2025-05-18 06:00,2025-07-09 22:00,2025-07-09,363.0,0.327,False,False,True,True
ENG3103,SEC059,Engineering,23.0,1.5,2025-11-10 06:00,2026-01-28 22:00,2026-01-28,30.2,0.201,False,False,True,False
ENG3105,SEC075,Engineering,79.9,6.0,2025-02-27 06:00,2025-03-13 22:00,2025-03-13,120.0,0.2,False,False,True,False
ENG3107,SEC065,Engineering,24.9,3.3,2025-09-01 06:00,2025-11-16 22:00,2025-11-16,94.7,0.287,False,False,True,True
ENG3109,SEC009,Engineering,62.1,2.9,2025-11-10 06:00,2025-12-10 22:00,2025-12-10,121.2,0.418,False,False,True,True
ENG3111,SEC045,Engineering,96.0,7.6,2025-08-11 06:00,2025-08-14 22:00,2025-08-14,212.8,0.28,False,False,True,True
ENG3113,SEC016,Engineering,84.6,5.4,2025-04-26 06:00,2025-05-04 22:00,2025-05-04,229.0,0.424,False,False,True,True
ENG3115,SEC061,Engineering,80.0,10.1,2025-03-20 06:00,2025-04-03 22:00,2025-04-03,208.1,0.206,False,False,True,True
ENG3116,SEC053,Engineering,94.7,6.1,2025-09-27 06:00,2025-10-04 22:00,2025-10-04,152.5,0.25,False,False,True,True
ENG3117,SEC023,Engineering,98.4,11.5,2025-10-17 06:00,2025-10-21 22:00,2025-10-21,521.0,0.453,False,False,True,True
ENG3118,SEC054,Engineering,95.0,8.9,2025-04-28 06:00,2025-05-02 22:00,2025-05-02,202.0,0.227,False,False,True,True
ENG3119,SEC012,Engineering,83.6,7.3,2025-11-29 06:00,2025-12-10 22:00,2025-12-10,294.9,0.404,False,False,True,True
ENG3122,SEC028,Engineering,66.7,4.1,2025-12-20 06:00,2026-01-05 22:00,2026-01-05,212.8,0.519,False,False,True,True
ENG3129,SEC059,Engineering,59.3,1.5,2025-07-18 06:00,2025-08-15 22:00,2025-08-15,30.2,0.201,False,False,True,True
ENG3134,SEC042,Engineering,42.3,9.0,2025-09-01 06:00,2025-10-03 22:00,2025-10-03,261.9,0.291,False,False,True,True
ENG3135,SEC006,Engineering,64.0,5.1,2025-01-05 06:00,2025-02-01 22:00,2025-02-01,255.5,0.501,False,False,True,False
ENG3136,SEC050,Engineering,22.1,1.2,2025-09-27 06:00,2025-12-19 22:00,2025-12-19,24.0,0.2,False,False,True,True
ENG3137,SEC010,Engineering,63.5,8.9,2025-06-10 06:00,2025-07-07 22:00,2025-07-07,416.5,0.468,False,False,True,True
ENG3139,SEC070,Engineering,40.0,10.7,2025-10-02 06:00,2025-11-09 22:00,2025-11-09,244.0,0.228,False,False,True,True
ENG3140,SEC024,Engineering,63.1,10.5,2025-09-20 06:00,2025-10-15 22:00,2025-10-15,433.6,0.413,False,False,True,True
ENG3141,SEC033,Engineering,64.5,11.3,2025-04-01 06:00,2025-04-25 22:00,2025-04-25,556.0,0.492,False,False,True,True
ENG3143,SEC016,Engineering,84.4,11.7,2025-08-11 06:00,2025-08-20 22:00,2025-08-20,496.1,0.424,False,False,True,False
ENG3146,SEC046,Engineering,61.9,3.5,2025-05-14 06:00,2025-06-04 22:00,2025-06-04,94.5,0.27,False,False,True,True
ENG3147,SEC066,Engineering,60.6,5.6,2025-01-18 06:00,2025-02-14 22:00,2025-02-14,151.2,0.27,False,False,True,True
ENG3150,SEC074,Engineering,63.0,1.2,2025-03-16 06:00,2025-03-30 22:00,2025-03-30,28.8,0.24,False,False,True,True
ENG3154,SEC058,Engineering,82.1,7.0,2025-05-15 06:00,2025-05-24 22:00,2025-05-24,191.1,0.273,False,False,True,True
ENG3155,SEC073,Engineering,41.0,10.2,2025-08-10 06:00,2025-09-11 22:00,2025-09-11,212.2,0.208,False,False,True,True
ENG3156,SEC008,Engineering,45.4,4.1,2025-12-06 06:00,2026-01-04 22:00,2026-01-04,186.5,0.455,False,False,True,False
ENG3159,SEC072,Engineering,95.4,4.0,2025-04-09 06:00,2025-04-12 22:00,2025-04-12,96.0,0.24,False,False,True,True
ENG3160,SEC003,Engineering,25.1,8.5,2025-05-06 06:00,2025-08-03 22:00,2025-08-03,418.2,0.492,False,False,True,True
ENG3161,SEC055,Engineering,62.3,11.2,2025-02-25 06:00,2025-03-12 22:00,2025-03-12,236.3,0.211,False,False,True,False
ENG3162,SEC008,Engineering,83.5,11.2,2025-11-09 06:00,2025-11-24 22:00,2025-11-24,509.6,0.455,False,False,True,True
ENG3163,SEC045,Engineering,39.2,2.0,2025-04-25 06:00,2025-06-09 22:00,2025-06-09,56.0,0.28,False,False,True,True
ENG3171,SEC008,Engineering,45.8,1.2,2025-02-20 06:00,2025-03-19 22:00,2025-03-19,54.6,0.455,False,False,True,True
ENG3173,SEC005,Engineering,85.7,11.3,2025-01-16 06:00,2025-01-26 22:00,2025-01-26,596.6,0.528,False,False,True,False
ENG3174,SEC020,Engineering,63.6,6.5,2025-10-05 06:00,2025-10-26 22:00,2025-10-26,249.6,0.384,False,False,True,True
ENG3177,SEC066,Engineering,81.6,5.5,2025-06-17 06:00,2025-06-28 22:00,2025-06-28,148.5,0.27,False,False,True,True
ENG3179,SEC072,Engineering,28.0,8.7,2025-01-01 06:00,2025-03-01 22:00,2025-03-01,208.8,0.24,False,False,True,True
ENG3180,SEC011,Engineering,32.1,3.1,2025-02-21 06:00,2025-04-19 22:00,2025-04-19,150.0,0.484,False,False,True,True
ENG3181,SEC030,Engineering,42.5,1.2,2025-04-25 06:00,2025-06-03 22:00,2025-06-03,49.1,0.409,False,False,True,False
ENG3183,SEC034,Engineering,96.3,2.5,2025-10-14 06:00,2025-10-20 22:00,2025-10-20,84.8,0.339,False,False,True,True
ENG3184,SEC001,Engineering,83.5,11.4,2025-12-11 06:00,2025-12-24 22:00,2025-12-24,485.6,0.426,False,False,True,True
ENG3186,SEC058,Engineering,41.5,5.6,2025-04-08 06:00,2025-05-12 22:00,2025-05-12,152.9,0.273,False,False,True,True
ENG3187,SEC046,Engineering,63.0,10.3,2025-11-18 06:00,2025-12-04 22:00,2025-12-04,278.1,0.27,False,False,True,True
ENG3189,SEC011,Engineering,46.5,5.1,2025-11-05 06:00,2025-12-01 22:00,2025-12-01,246.8,0.484,False,False,True,True
ENG3192,SEC001,Engineering,64.4,8.4,2025-09-20 06:00,2025-10-10 22:00,2025-10-10,357.8,0.426,False,False,True,True
ENG3195,SEC014,Engineering,45.4,8.7,2025-03-31 06:00,2025-04-29 22:00,2025-04-29,395.0,0.454,False,False,True,True
ENG3196,SEC039,Engineering,37.3,3.1,2025-03-21 06:00,2025-05-19 22:00,2025-05-19,111.3,0.359,False,False,True,True
ENG3197,SEC071,Engineering,42.6,7.2,2025-04-22 06:00,2025-05-18 22:00,2025-05-18,159.8,0.222,False,False,True,False
ENG3199,SEC040,Engineering,81.9,3.2,2025-11-03 06:00,2025-11-11 22:00,2025-11-11,77.4,0.242,False,False,True,True
ENG3202,SEC001,Engineering,64.4,3.3,2025-01-07 06:00,2025-01-27 22:00,2025-01-27,140.6,0.426,False,False,True,True
ENG3204,SEC030,Engineering,63.1,1.4,2025-03-31 06:00,2025-04-25 22:00,2025-04-25,57.3,0.409,False,False,True,True
ENG3205,SEC031,Engineering,27.6,6.6,2025-04-29 06:00,2025-07-10 22:00,2025-07-10,267.3,0.405,False,False,True,True
ENG3209,SEC065,Engineering,63.7,4.6,2025-01-31 06:00,2025-02-14 22:00,2025-02-14,132.0,0.287,False,False,True,False
ENG3211,SEC020,Engineering,84.2,8.3,2025-04-05 06:00,2025-04-12 22:00,2025-04-12,318.7,0.384,False,False,True,False
ENG3214,SEC055,Engineering,95.0,1.6,2025-11-28 06:00,2025-12-01 22:00,2025-12-01,33.8,0.211,False,False,True,True
ENG3215,SEC048,Engineering,62.2,10.7,2025-03-19 06:00,2025-04-09 22:00,2025-04-09,313.5,0.293,False,False,True,True
ENG3218,SEC073,Engineering,27.3,7.2,2025-03-28 06:00,2025-05-27 22:00,2025-05-27,149.8,0.208,False,False,True,True
ENG3219,SEC058,Engineering,95.5,4.3,2025-02-25 06:00,2025-03-02 22:00,2025-03-02,117.4,0.273,False,False,True,True
ENG3225,SEC049,Engineering,37.0,7.1,2025-02-25 06:00,2025-04-24 22:00,2025-04-24,233.6,0.329,False,False,True,False
ENG3227,SEC022,Engineering,63.7,8.7,2025-07-22 06:00,2025-08-12 22:00,2025-08-12,339.3,0.39,False,False,True,True
ENG3230,SEC058,Engineering,82.3,2.3,2025-12-11 06:00,2025-12-19 22:00,2025-12-19,62.8,0.273,False,False,True,True
ENG3231,SEC007,Engineering,85.3,4.0,2025-09-12 06:00,2025-09-20 22:00,2025-09-20,189.6,0.474,False,False,True,False
ENG3232,SEC067,Engineering,43.3,1.8,2025-05-29 06:00,2025-06-23 22:00,2025-06-23,46.4,0.258,False,False,True,True
ENG3241,SEC030,Engineering,84.6,11.2,2025-05-15 06:00,2025-05-22 22:00,2025-05-22,458.1,0.409,False,False,True,False
ENG3243,SEC044,Engineering,63.7,2.3,2025-03-03 06:00,2025-03-21 22:00,2025-03-21,79.8,0.347,False,False,True,False
ENG3244,SEC041,Engineering,60.3,7.7,2025-10-03 06:00,2025-10-27 22:00,2025-10-27,161.7,0.21,False,False,True,True
ENG3247,SEC050,Engineering,79.9,3.1,2025-02-01 06:00,2025-02-15 22:00,2025-02-15,62.0,0.2,False,False,True,False
ENG3249,SEC042,Engineering,81.0,9.1,2025-01-23 06:00,2025-02-07 22:00,2025-02-07,264.8,0.291,False,False,True,True
ENG3250,SEC051,Engineering,81.4,4.7,2025-11-28 06:00,2025-12-09 22:00,2025-12-09,121.3,0.258,False,False,True,True
ENG3254,SEC071,Engineering,60.9,7.4,2025-01-19 06:00,2025-02-10 22:00,2025-02-10,164.3,0.222,False,False,True,False
ENG3255,SEC020,Engineering,82.4,1.0,2025-09-23 06:00,2025-10-08 22:00,2025-10-08,38.4,0.384,False,False,True,True
ENG3257,SEC015,Engineering,63.7,10.2,2025-12-04 06:00,2025-12-29 22:00,2025-12-29,459.0,0.45,False,False,True,True
ENG3259,SEC031,Engineering,63.9,6.2,2025-07-03 06:00,2025-07-24 22:00,2025-07-24,251.1,0.405,False,False,True,False
ENG3263,SEC056,Engineering,63.2,11.2,2025-01-07 06:00,2025-01-23 22:00,2025-01-23,319.2,0.285,False,False,True,False
ENG3264,SEC033,Engineering,84.7,10.8,2025-01-22 06:00,2025-02-03 22:00,2025-02-03,531.4,0.492,False,False,True,False
ENG3270,SEC022,Engineering,43.5,9.6,2025-05-02 06:00,2025-06-04 22:00,2025-06-04,374.4,0.39,False,False,True,True
ENG3271,SEC054,Engineering,81.6,6.6,2025-12-20 06:00,2025-12-28 22:00,2025-12-28,149.8,0.227,False,False,True,True
ENG3272,SEC075,Engineering,58.8,8.1,2025-08-12 06:00,2025-09-11 22:00,2025-09-11,162.0,0.2,False,False,True,True
ENG3275,SEC034,Engineering,41.2,8.4,2025-03-27 06:00,2025-05-06 22:00,2025-05-06,284.8,0.339,False,False,True,True
ENG3277,SEC022,Engineering,63.0,6.2,2025-11-01 06:00,2025-11-25 22:00,2025-11-25,241.8,0.39,False,False,True,False
ENG3279,SEC005,Engineering,63.8,5.1,2025-01-28 06:00,2025-02-27 22:00,2025-02-27,269.3,0.528,False,False,True,True
ENG3282,SEC038,Engineering,62.7,7.5,2025-07-05 06:00,2025-08-01 22:00,2025-08-01,308.2,0.411,False,False,True,False
ENG3283,SEC027,Engineering,83.4,1.5,2025-03-20 06:00,2025-03-29 22:00,2025-03-29,53.6,0.357,False,False,True,True
ENG3286,SEC018,Engineering,40.8,2.2,2025-05-29 06:00,2025-07-15 22:00,2025-07-15,91.5,0.416,False,False,True,True
ENG3287,SEC036,Engineering,39.9,4.5,2025-07-01 06:00,2025-08-28 22:00,2025-08-28,234.4,0.521,False,False,True,False
ENG3288,SEC057,Engineering,42.0,1.8,2025-06-19 06:00,2025-07-26 22:00,2025-07-26,62.5,0.347,False,False,True,True
ENG3292,SEC022,Engineering,96.8,1.9,2025-07-08 06:00,2025-07-15 22:00,2025-07-15,74.1,0.39,False,False,True,True
ENG3293,SEC013,Engineering,98.7,10.2,2025-12-01 06:00,2025-12-05 22:00,2025-12-05,484.5,0.475,False,False,True,True
ENG3301,SEC066,Engineering,80.9,8.0,2025-12-07 06:00,2025-12-21 22:00,2025-12-21,216.0,0.27,False,False,True,True
ENG3304,SEC042,Engineering,60.2,10.3,2025-05-05 06:00,2025-06-04 22:00,2025-06-04,299.7,0.291,False,False,True,True
ENG3307,SEC068,Engineering,61.1,3.7,2025-01-07 06:00,2025-02-03 22:00,2025-02-03,113.2,0.306,False,False,True,True
ENG3308,SEC033,Engineering,63.9,4.7,2025-04-17 06:00,2025-05-14 22:00,2025-05-14,231.2,0.492,False,False,True,True
ENG3309,SEC050,Engineering,79.9,6.4,2025-11-29 06:00,2025-12-13 22:00,2025-12-13,128.0,0.2,False,False,True,False
ENG3310,SEC037,Engineering,65.5,5.8,2025-03-17 06:00,2025-04-06 22:00,2025-04-06,288.8,0.498,False,False,True,True
ENG3312,SEC050,Engineering,38.0,7.2,2025-04-23 06:00,2025-06-07 22:00,2025-06-07,144.0,0.2,False,False,True,True
ENG3315,SEC012,Engineering,39.1,6.2,2025-03-25 06:00,2025-05-18 22:00,2025-05-18,250.5,0.404,False,False,True,True
ENG3319,SEC016,Engineering,83.7,4.6,2025-01-11 06:00,2025-01-23 22:00,2025-01-23,195.0,0.424,False,False,True,False
ENG3321,SEC056,Engineering,30.7,11.9,2025-03-05 06:00,2025-04-24 22:00,2025-04-24,339.2,0.285,False,False,True,True
ENG3322,SEC054,Engineering,59.5,7.3,2025-03-24 06:00,2025-04-22 22:00,2025-04-22,165.7,0.227,False,False,True,True
ENG3325,SEC074,Engineering,80.7,2.1,2025-09-23 06:00,2025-10-06 22:00,2025-10-06,50.4,0.24,False,False,True,False
ENG3330,SEC050,Engineering,36.4,1.6,2025-05-29 06:00,2025-07-20 22:00,2025-07-20,32.0,0.2,False,False,True,True
ENG3331,SEC063,Engineering,59.8,6.3,2025-03-28 06:00,2025-04-23 22:00,2025-04-23,127.9,0.203,False,False,True,True
ENG3334,SEC002,Engineering,42.1,5.3,2025-01-10 06:00,2025-02-15 22:00,2025-02-15,180.7,0.341,False,False,True,True
ENG3336,SEC015,Engineering,39.1,10.6,2025-03-19 06:00,2025-05-15 22:00,2025-05-15,477.0,0.45,False,False,True,False
ENG3337,SEC006,Engineering,98.7,3.3,2025-08-03 06:00,2025-08-09 22:00,2025-08-09,165.3,0.501,False,False,True,True
ENG3338,SEC003,Engineering,66.3,8.4,2025-01-01 06:00,2025-01-17 22:00,2025-01-17,413.3,0.492,False,False,True,False
ENG3340,SEC022,Engineering,42.8,10.5,2025-11-03 06:00,2025-12-09 22:00,2025-12-09,409.5,0.39,False,False,True,False
ENG3345,SEC025,Engineering,31.8,8.3,2025-11-13 06:00,2026-01-10 22:00,2026-01-10,400.1,0.482,False,False,True,False
ENG3351,SEC073,Engineering,37.0,1.8,2025-08-29 06:00,2025-10-18 22:00,2025-10-18,37.4,0.208,False,False,True,True
ENG3354,SEC004,Engineering,83.9,3.5,2025-09-22 06:00,2025-10-04 22:00,2025-10-04,152.2,0.435,False,False,True,True
ENG3357,SEC003,Engineering,33.5,9.6,2025-11-03 06:00,2025-12-24 22:00,2025-12-24,472.3,0.492,False,False,True,True
ENG3359,SEC012,Engineering,63.2,3.8,2025-01-06 06:00,2025-01-30 22:00,2025-01-30,153.5,0.404,False,False,True,False
ENG3361,SEC029,Engineering,63.7,11.0,2025-05-26 06:00,2025-06-24 22:00,2025-06-24,563.2,0.512,False,False,True,True
ENG3366,SEC053,Engineering,61.1,3.0,2025-10-21 06:00,2025-11-13 22:00,2025-11-13,75.0,0.25,False,False,True,False
ENG3367,SEC015,Engineering,45.3,10.2,2025-05-07 06:00,2025-06-05 22:00,2025-06-05,459.0,0.45,False,False,True,True
