task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required,days_until_due,urgency_category
TRC0563,AST0503,SEC053,Electrical switchgear,Feeder Repair,Joint failure,4,LOW,2025-03-15,2025-03-18,2025-04-14,4.4,2,LOW,Pending,False,27,Normal
TRC0564,AST0444,SEC069,Transformer,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-01-12,2025-01-15,2025-01-19,11.1,13,HIGH,Pending,False,4,Urgent
TRC0565,AST0644,SEC044,Transformer,Feeder Repair,Joint failure,1,CRITICAL,2025-11-19,2025-11-20,2025-11-23,4.5,7,HIGH,Completed,False,3,Urgent
TRC0566,AST0449,SEC074,Pantograph interface,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-05-24,2025-05-25,2025-06-19,10.9,15,LOW,Scheduled,True,25,Normal
TRC0567,AST0622,SEC022,Sectioning equipment,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-10-29,2025-10-30,2025-11-20,2.8,14,MEDIUM,Completed,True,21,Normal
TRC0568,AST0547,SEC022,Catenary,OHE Inspection,Contact wire wear,2,HIGH,2025-04-03,2025-04-05,2025-04-20,6.0,7,HIGH,Completed,True,15,Normal
TRC0569,AST0525,SEC075,Feeder,OHE Inspection,Contact wire wear,4,LOW,2025-01-31,2025-02-03,2025-03-25,6.4,15,LOW,Completed,True,50,Low
TRC0570,AST0616,SEC016,OHE,Catenary Maintenance,Catenary sag,2,HIGH,2025-06-04,2025-06-04,2025-06-13,6.6,12,HIGH,Completed,True,9,Normal
TRC0571,AST0668,SEC068,Transformer,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-05-29,2025-05-31,2025-06-07,10.1,9,HIGH,Cancelled,True,7,Urgent
TRC0572,AST0453,SEC003,Feeder,OHE Inspection,Stagger fault,2,HIGH,2025-08-27,2025-08-27,2025-09-09,11.2,3,HIGH,Pending,True,13,Normal
TRC0573,AST0605,SEC005,Feeder,Transformer Servicing,Winding fault,4,LOW,2025-05-26,2025-05-29,2025-07-27,6.3,7,LOW,Scheduled,True,59,Low
TRC0574,AST0411,SEC036,Catenary,OHE Mast Repair,Foundation settlement,5,LOW,2025-05-08,2025-05-10,2025-07-27,10.7,5,LOW,Pending,True,78,Low
TRC0575,AST0454,SEC004,Sectioning equipment,Switchgear Maintenance,Relay malfunction,4,LOW,2025-03-07,2025-03-10,2025-04-28,9.4,5,LOW,Pending,True,49,Low
TRC0576,AST0534,SEC009,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-01-28,2025-01-29,2025-02-28,6.4,10,LOW,Scheduled,True,30,Normal
TRC0577,AST0632,SEC032,OHE,Catenary Maintenance,Registration arm damage,2,HIGH,2025-11-21,2025-11-23,2025-11-30,11.0,12,HIGH,Pending,True,7,Urgent
TRC0578,AST0588,SEC063,Transformer,Transformer Servicing,Bushing defect,4,LOW,2025-10-08,2025-10-11,2025-11-26,11.3,10,LOW,Pending,True,46,Low
TRC0579,AST0682,SEC007,Insulator,OHE Inspection,Dropper defect,3,MEDIUM,2025-12-05,2025-12-06,2025-12-29,7.1,7,MEDIUM,Completed,True,23,Normal
TRC0580,AST0560,SEC035,OHE,Insulator Replacement,Flashover damage,3,MEDIUM,2025-10-22,2025-10-23,2025-11-18,10.0,7,MEDIUM,Completed,True,26,Normal
TRC0581,AST0679,SEC004,Electrical switchgear,OHE Mast Repair,Foundation settlement,5,LOW,2025-03-26,2025-03-27,2025-06-07,7.4,3,LOW,Completed,False,72,Low
TRC0582,AST0581,SEC056,Feeder,Transformer Servicing,Oil leak,3,MEDIUM,2025-07-11,2025-07-12,2025-08-01,10.4,13,MEDIUM,Pending,True,20,Normal
TRC0583,AST0460,SEC010,Transformer,Feeder Repair,Overheating,4,LOW,2025-09-26,2025-09-29,2025-10-29,7.2,11,LOW,Completed,True,30,Normal
TRC0584,AST0616,SEC016,OHE,OHE Mast Repair,Bracket damage,5,LOW,2025-03-30,2025-03-30,2025-05-10,11.5,2,LOW,Pending,True,41,Low
TRC0585,AST0531,SEC006,Catenary,Sectioning Post Maintenance,Jumper damage,5,LOW,2025-09-27,2025-09-27,2025-11-28,5.0,11,LOW,Scheduled,True,62,Low
TRC0586,AST0498,SEC048,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,2025-05-29,2025-05-29,2025-06-28,9.9,7,MEDIUM,Scheduled,False,30,Normal
TRC0587,AST0469,SEC019,Feeder,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-07-11,2025-07-14,2025-07-29,1.5,6,MEDIUM,Scheduled,True,15,Normal
TRC0588,AST0496,SEC046,OHE,OHE Inspection,Contact wire wear,4,LOW,2025-05-10,2025-05-11,2025-06-24,11.2,11,LOW,Scheduled,True,44,Low
TRC0589,AST0402,SEC027,Insulator,Transformer Servicing,Winding fault,1,CRITICAL,2025-05-10,2025-05-13,2025-05-18,5.3,8,HIGH,Scheduled,True,5,Urgent
TRC0590,AST0672,SEC072,OHE,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-04-17,2025-04-18,2025-05-15,2.0,13,MEDIUM,Completed,True,27,Normal
TRC0591,AST0405,SEC030,Feeder,Catenary Maintenance,Catenary sag,4,LOW,2025-12-02,2025-12-02,2026-01-11,1.6,13,LOW,Pending,True,40,Low
TRC0592,AST0501,SEC051,Feeder,OHE Inspection,Dropper defect,4,LOW,2025-08-13,2025-08-14,2025-09-19,4.9,3,LOW,Scheduled,True,36,Low
TRC0593,AST0696,SEC021,OHE,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-06-01,2025-06-04,2025-06-20,1.3,12,MEDIUM,Completed,False,16,Normal
TRC0594,AST0420,SEC045,Transformer,Switchgear Maintenance,Arc damage,1,CRITICAL,2025-01-14,2025-01-17,2025-01-20,8.5,4,HIGH,Scheduled,False,3,Urgent
TRC0595,AST0531,SEC006,Catenary,Feeder Repair,Overheating,2,HIGH,2025-09-02,2025-09-03,2025-09-14,7.5,7,HIGH,Completed,True,11,Normal
TRC0596,AST0660,SEC060,Transformer,Feeder Repair,Joint failure,4,LOW,2025-12-07,2025-12-09,2026-01-17,6.2,13,LOW,Completed,False,39,Low
TRC0597,AST0579,SEC054,Catenary,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-11-12,2025-11-15,2025-12-08,1.5,13,MEDIUM,In Progress,True,23,Normal
TRC0598,AST0677,SEC002,Feeder,Switchgear Maintenance,Relay malfunction,4,LOW,2025-01-22,2025-01-22,2025-02-19,2.1,9,LOW,Pending,False,28,Normal
TRC0599,AST0564,SEC039,Transformer,Feeder Repair,Insulation breakdown,4,LOW,2025-04-12,2025-04-12,2025-06-01,4.8,15,LOW,Completed,False,50,Low
TRC0600,AST0487,SEC037,Electrical switchgear,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-04-02,2025-04-04,2025-04-19,2.1,11,MEDIUM,Completed,False,15,Normal
TRC0601,AST0679,SEC004,Electrical switchgear,Feeder Repair,Joint failure,3,MEDIUM,2025-06-18,2025-06-21,2025-07-06,1.7,5,MEDIUM,Pending,False,15,Normal
TRC0602,AST0685,SEC010,Feeder,Transformer Servicing,Winding fault,1,CRITICAL,2025-08-05,2025-08-06,2025-08-09,3.7,3,HIGH,Pending,True,3,Urgent
TRC0603,AST0487,SEC037,Electrical switchgear,Insulator Replacement,Mechanical failure,2,HIGH,2025-01-09,2025-01-11,2025-01-20,5.5,5,HIGH,Pending,False,9,Normal
TRC0604,AST0626,SEC026,Insulator,OHE Mast Repair,Bracket damage,4,LOW,2025-07-15,2025-07-17,2025-08-11,5.4,8,LOW,Pending,False,25,Normal
TRC0605,AST0689,SEC014,Pantograph interface,Feeder Repair,Joint failure,3,MEDIUM,2025-04-18,2025-04-21,2025-05-10,5.1,13,MEDIUM,Completed,True,19,Normal
TRC0606,AST0515,SEC065,Catenary,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-09-25,2025-09-27,2025-11-16,3.3,6,LOW,Scheduled,True,50,Low
TRC0607,AST0582,SEC057,Sectioning equipment,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-09-29,2025-09-30,2025-10-26,3.0,13,MEDIUM,Completed,True,26,Normal
TRC0608,AST0616,SEC016,OHE,Insulator Replacement,Mechanical failure,4,LOW,2025-03-22,2025-03-22,2025-05-14,2.7,2,LOW,Pending,True,53,Low
TRC0609,AST0425,SEC050,Pantograph interface,Feeder Repair,Insulation breakdown,2,HIGH,2025-05-17,2025-05-17,2025-05-27,8.1,9,HIGH,Completed,True,10,Normal
TRC0610,AST0510,SEC060,Sectioning equipment,OHE Inspection,Stagger fault,2,HIGH,2025-07-14,2025-07-16,2025-07-27,8.3,14,HIGH,Cancelled,True,11,Normal
TRC0611,AST0551,SEC026,Electrical switchgear,Insulator Replacement,Mechanical failure,2,HIGH,2025-02-04,2025-02-06,2025-02-19,11.8,3,HIGH,Pending,True,13,Normal
TRC0612,AST0575,SEC050,Electrical switchgear,Catenary Maintenance,Catenary sag,2,HIGH,2025-01-07,2025-01-09,2025-01-24,11.9,13,HIGH,Completed,True,15,Normal
TRC0613,AST0546,SEC021,Insulator,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-03-13,2025-03-14,2025-04-05,4.9,9,MEDIUM,Completed,False,22,Normal
TRC0614,AST0627,SEC027,Catenary,Feeder Repair,Overheating,1,CRITICAL,2025-09-07,2025-09-09,2025-09-13,9.4,10,HIGH,Cancelled,True,4,Urgent
TRC0615,AST0542,SEC017,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-12-03,2025-12-05,2025-12-23,8.2,13,MEDIUM,Completed,True,18,Normal
TRC0616,AST0671,SEC071,Electrical switchgear,Feeder Repair,Overheating,4,LOW,2025-11-17,2025-11-20,2025-12-25,7.7,9,LOW,In Progress,True,35,Low
TRC0617,AST0537,SEC012,Pantograph interface,OHE Inspection,Contact wire wear,2,HIGH,2025-07-13,2025-07-14,2025-07-29,8.6,15,HIGH,Completed,False,15,Normal
TRC0618,AST0677,SEC002,Feeder,Feeder Repair,Insulation breakdown,2,HIGH,2025-07-13,2025-07-15,2025-07-24,2.4,12,HIGH,Completed,True,9,Normal
TRC0619,AST0462,SEC012,Sectioning equipment,Transformer Servicing,Oil leak,2,HIGH,2025-05-03,2025-05-04,2025-05-13,5.2,6,HIGH,Pending,False,9,Normal
TRC0620,AST0479,SEC029,Electrical switchgear,Feeder Repair,Overheating,5,LOW,2025-04-06,2025-04-09,2025-05-31,3.3,11,LOW,Cancelled,False,52,Low
TRC0621,AST0428,SEC053,Transformer,OHE Mast Repair,Foundation settlement,4,LOW,2025-07-14,2025-07-15,2025-08-29,1.2,5,LOW,Completed,False,45,Low
TRC0622,AST0445,SEC070,Feeder,Transformer Servicing,Cooling system failure,2,HIGH,2025-11-22,2025-11-24,2025-12-05,4.3,8,HIGH,Cancelled,True,11,Normal
TRC0623,AST0546,SEC021,Insulator,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-06-21,2025-06-22,2025-07-11,7.3,9,MEDIUM,Cancelled,True,19,Normal
TRC0624,AST0485,SEC035,Feeder,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-04-25,2025-04-28,2025-05-13,5.4,10,HIGH,Completed,True,15,Normal
TRC0625,AST0635,SEC035,Catenary,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-10-17,2025-10-17,2025-11-10,10.3,14,MEDIUM,Scheduled,True,24,Normal
TRC0626,AST0520,SEC070,OHE,OHE Mast Repair,Guy wire slack,1,CRITICAL,2025-12-10,2025-12-10,2025-12-16,1.3,7,HIGH,Cancelled,True,6,Urgent
TRC0627,AST0496,SEC046,OHE,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-11-23,2025-11-26,2026-02-03,1.6,6,LOW,Completed,True,69,Low
TRC0628,AST0678,SEC003,Sectioning equipment,OHE Inspection,Height deviation,3,MEDIUM,2025-07-21,2025-07-23,2025-08-08,9.0,9,MEDIUM,Pending,True,16,Normal
TRC0629,AST0497,SEC047,Pantograph interface,OHE Inspection,Stagger fault,3,MEDIUM,2025-01-27,2025-01-29,2025-02-19,8.2,2,MEDIUM,Pending,False,21,Normal
TRC0630,AST0462,SEC012,Sectioning equipment,Switchgear Maintenance,Contactor wear,1,CRITICAL,2025-03-24,2025-03-24,2025-03-31,7.9,4,HIGH,Completed,True,7,Urgent
TRC0631,AST0696,SEC021,OHE,Feeder Repair,Overheating,4,LOW,2025-06-21,2025-06-24,2025-07-22,8.2,12,LOW,Completed,False,28,Normal
TRC0632,AST0450,SEC075,Insulator,Switchgear Maintenance,Relay malfunction,1,CRITICAL,2025-08-06,2025-08-08,2025-08-14,1.5,14,HIGH,Scheduled,False,6,Urgent
TRC0633,AST0486,SEC036,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-07-09,2025-07-12,2025-08-07,7.1,4,MEDIUM,Completed,True,26,Normal
TRC0634,AST0412,SEC037,Transformer,Catenary Maintenance,Registration arm damage,4,LOW,2025-10-25,2025-10-27,2025-11-30,3.1,15,LOW,Completed,False,34,Low
TRC0635,AST0516,SEC066,Transformer,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-06-25,2025-06-26,2025-07-14,2.3,4,MEDIUM,Pending,True,18,Normal
TRC0636,AST0618,SEC018,Insulator,Feeder Repair,Cable damage,2,HIGH,2025-03-19,2025-03-21,2025-03-29,9.7,3,HIGH,Pending,False,8,Normal
TRC0637,AST0469,SEC019,Feeder,Catenary Maintenance,Tension deviation,1,CRITICAL,2025-05-11,2025-05-11,2025-05-17,2.1,11,HIGH,Cancelled,True,6,Urgent
TRC0638,AST0585,SEC060,Pantograph interface,Catenary Maintenance,Splice joint fault,5,LOW,2025-02-24,2025-02-25,2025-05-26,6.9,10,LOW,Scheduled,True,90,Low
TRC0639,AST0432,SEC057,OHE,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-11-03,2025-11-05,2025-12-31,6.7,8,LOW,Cancelled,True,56,Low
TRC0640,AST0697,SEC022,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-08-07,2025-08-08,2025-08-28,3.4,11,MEDIUM,Completed,True,20,Normal
TRC0641,AST0567,SEC042,Electrical switchgear,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-11-17,2025-11-18,2025-12-17,3.0,15,MEDIUM,Completed,True,29,Normal
TRC0642,AST0438,SEC063,Sectioning equipment,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-11-26,2025-11-28,2025-12-13,3.1,6,HIGH,In Progress,True,15,Normal
TRC0643,AST0633,SEC033,Pantograph interface,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-07-09,2025-07-10,2025-07-13,9.9,5,HIGH,Scheduled,True,3,Urgent
TRC0644,AST0658,SEC058,Insulator,Insulator Replacement,Flashover damage,4,LOW,2025-04-12,2025-04-15,2025-05-29,6.2,15,LOW,In Progress,True,44,Low
TRC0645,AST0539,SEC014,Catenary,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-09-26,2025-09-26,2025-10-20,2.9,9,MEDIUM,Pending,True,24,Normal
TRC0646,AST0570,SEC045,Insulator,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-09-12,2025-09-14,2025-10-03,11.8,5,MEDIUM,Completed,False,19,Normal
TRC0647,AST0632,SEC032,OHE,Feeder Repair,Cable damage,5,LOW,2025-07-20,2025-07-21,2025-10-03,7.1,11,LOW,Scheduled,True,74,Low
TRC0648,AST0414,SEC039,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-04-05,2025-04-07,2025-04-21,10.3,9,MEDIUM,Scheduled,True,14,Normal
TRC0649,AST0696,SEC021,OHE,Switchgear Maintenance,Contactor wear,4,LOW,2025-02-09,2025-02-09,2025-03-11,4.4,15,LOW,Completed,True,30,Normal
TRC0650,AST0624,SEC024,OHE,Insulator Replacement,Flashover damage,2,HIGH,2025-08-29,2025-08-29,2025-09-13,5.3,6,HIGH,Pending,False,15,Normal
TRC0651,AST0644,SEC044,Transformer,Catenary Maintenance,Splice joint fault,4,LOW,2025-03-22,2025-03-24,2025-05-06,4.2,13,LOW,Completed,False,43,Low
TRC0652,AST0579,SEC054,Catenary,OHE Inspection,Contact wire wear,5,LOW,2025-07-17,2025-07-19,2025-09-12,10.2,15,LOW,In Progress,True,55,Low
TRC0653,AST0494,SEC044,Sectioning equipment,Transformer Servicing,Cooling system failure,4,LOW,2025-03-18,2025-03-18,2025-05-07,12.0,14,LOW,Pending,True,50,Low
TRC0654,AST0584,SEC059,OHE,Switchgear Maintenance,Arc damage,2,HIGH,2025-11-24,2025-11-25,2025-12-09,10.5,4,HIGH,Cancelled,True,14,Normal
TRC0655,AST0522,SEC072,Insulator,OHE Inspection,Dropper defect,3,MEDIUM,2025-05-31,2025-05-31,2025-06-22,5.4,13,MEDIUM,Scheduled,False,22,Normal
TRC0656,AST0521,SEC071,Pantograph interface,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-05-01,2025-05-02,2025-05-07,8.1,12,HIGH,Completed,True,5,Urgent
TRC0657,AST0673,SEC073,Pantograph interface,OHE Inspection,Dropper defect,3,MEDIUM,2025-08-07,2025-08-07,2025-09-06,4.4,11,MEDIUM,Scheduled,True,30,Normal
TRC0658,AST0684,SEC009,Transformer,OHE Inspection,Dropper defect,3,MEDIUM,2025-12-14,2025-12-17,2026-01-07,2.4,14,MEDIUM,Completed,True,21,Normal
TRC0659,AST0530,SEC005,Insulator,OHE Inspection,Height deviation,3,MEDIUM,2025-07-03,2025-07-06,2025-07-24,2.0,5,MEDIUM,Completed,False,18,Normal
TRC0660,AST0533,SEC008,Feeder,OHE Mast Repair,Foundation settlement,4,LOW,2025-01-14,2025-01-14,2025-02-24,3.2,10,LOW,Scheduled,True,41,Low
TRC0661,AST0469,SEC019,Feeder,OHE Inspection,Contact wire wear,5,LOW,2025-07-11,2025-07-13,2025-09-23,2.3,9,LOW,Completed,True,72,Low
TRC0662,AST0562,SEC037,Insulator,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-03-16,2025-03-17,2025-04-22,5.6,11,LOW,Completed,False,36,Low
TRC0663,AST0620,SEC020,Transformer,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-11-17,2025-11-17,2025-11-24,9.5,10,HIGH,Cancelled,False,7,Urgent
TRC0664,AST0679,SEC004,Electrical switchgear,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-04-28,2025-04-30,2025-05-29,7.3,5,MEDIUM,Cancelled,False,29,Normal
TRC0665,AST0570,SEC045,Insulator,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-11-10,2025-11-12,2025-11-25,3.5,12,HIGH,Scheduled,True,13,Normal
TRC0666,AST0428,SEC053,Transformer,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-07-27,2025-07-29,2025-08-07,8.5,10,HIGH,Completed,False,9,Normal
TRC0667,AST0475,SEC025,Catenary,Feeder Repair,Cable damage,5,LOW,2025-11-30,2025-11-30,2026-02-22,5.0,9,LOW,Completed,True,84,Low
TRC0668,AST0531,SEC006,Catenary,OHE Inspection,Stagger fault,2,HIGH,2025-10-17,2025-10-20,2025-10-27,6.8,3,HIGH,Pending,True,7,Urgent
TRC0669,AST0450,SEC075,Insulator,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-07-29,2025-07-29,2025-08-12,1.1,4,HIGH,Pending,True,14,Normal
TRC0670,AST0641,SEC041,Pantograph interface,OHE Mast Repair,Guy wire slack,4,LOW,2025-09-24,2025-09-25,2025-11-03,3.7,7,LOW,Pending,False,39,Low
TRC0671,AST0560,SEC035,OHE,OHE Inspection,Stagger fault,2,HIGH,2025-03-14,2025-03-15,2025-03-26,8.1,13,HIGH,Completed,False,11,Normal
TRC0672,AST0425,SEC050,Pantograph interface,Switchgear Maintenance,Arc damage,2,HIGH,2025-08-20,2025-08-23,2025-09-07,7.3,5,HIGH,Pending,False,15,Normal
TRC0673,AST0490,SEC040,Insulator,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-03-14,2025-03-15,2025-05-05,9.3,7,LOW,Completed,True,51,Low
TRC0674,AST0609,SEC009,Pantograph interface,OHE Mast Repair,Corrosion,2,HIGH,2025-10-07,2025-10-09,2025-10-16,1.8,10,HIGH,Completed,False,7,Urgent
TRC0675,AST0404,SEC029,Transformer,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-10-20,2025-10-22,2025-11-21,1.8,11,MEDIUM,Completed,False,30,Normal
TRC0676,AST0630,SEC030,Sectioning equipment,Transformer Servicing,Bushing defect,3,MEDIUM,2025-01-25,2025-01-25,2025-02-16,10.8,13,MEDIUM,Completed,True,22,Normal
TRC0677,AST0698,SEC023,Insulator,Insulator Replacement,Mechanical failure,4,LOW,2025-02-06,2025-02-07,2025-03-22,8.0,2,LOW,Pending,True,43,Low
TRC0678,AST0586,SEC061,Insulator,Feeder Repair,Overheating,2,HIGH,2025-03-16,2025-03-16,2025-03-24,9.9,4,HIGH,Scheduled,False,8,Normal
TRC0679,AST0573,SEC048,Feeder,Feeder Repair,Joint failure,3,MEDIUM,2025-11-06,2025-11-09,2025-12-07,7.6,11,MEDIUM,Completed,True,28,Normal
TRC0680,AST0440,SEC065,OHE,Sectioning Post Maintenance,Jumper damage,5,LOW,2025-08-31,2025-08-31,2025-10-19,1.7,4,LOW,Pending,True,49,Low
TRC0681,AST0605,SEC005,Feeder,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-08-08,2025-08-11,2025-08-26,10.0,10,MEDIUM,Completed,True,15,Normal
TRC0682,AST0411,SEC036,Catenary,Feeder Repair,Insulation breakdown,2,HIGH,2025-11-14,2025-11-17,2025-12-02,2.5,4,HIGH,Completed,True,15,Normal
TRC0683,AST0499,SEC049,Catenary,Feeder Repair,Cable damage,1,CRITICAL,2025-04-25,2025-04-26,2025-04-30,10.2,9,HIGH,Cancelled,True,4,Urgent
TRC0684,AST0445,SEC070,Feeder,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-02-03,2025-02-06,2025-02-24,4.4,13,MEDIUM,Pending,False,18,Normal
TRC0685,AST0647,SEC047,Electrical switchgear,OHE Inspection,Stagger fault,1,CRITICAL,2025-03-30,2025-03-30,2025-04-06,7.1,12,HIGH,Cancelled,True,7,Urgent
TRC0686,AST0415,SEC040,Electrical switchgear,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-03-01,2025-03-02,2025-03-07,10.8,2,HIGH,Cancelled,True,5,Urgent
TRC0687,AST0635,SEC035,Catenary,Feeder Repair,Cable damage,3,MEDIUM,2025-04-06,2025-04-06,2025-04-23,9.5,2,MEDIUM,Pending,True,17,Normal
TRC0688,AST0555,SEC030,Catenary,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-07-04,2025-07-05,2025-07-16,6.3,7,HIGH,Cancelled,False,11,Normal
TRC0689,AST0642,SEC042,Insulator,Feeder Repair,Overheating,1,CRITICAL,2025-07-21,2025-07-22,2025-07-29,1.5,4,HIGH,Completed,True,7,Urgent
TRC0690,AST0479,SEC029,Electrical switchgear,Feeder Repair,Insulation breakdown,2,HIGH,2025-03-31,2025-04-01,2025-04-11,9.8,7,HIGH,Completed,False,10,Normal
TRC0691,AST0690,SEC015,Insulator,Feeder Repair,Cable damage,5,LOW,2025-10-13,2025-10-13,2026-01-09,5.8,3,LOW,Completed,False,88,Low
TRC0692,AST0518,SEC068,Sectioning equipment,OHE Mast Repair,Corrosion,2,HIGH,2025-07-25,2025-07-27,2025-08-08,3.2,13,HIGH,Cancelled,True,12,Normal
TRC0693,AST0584,SEC059,OHE,Transformer Servicing,Oil leak,4,LOW,2025-07-27,2025-07-28,2025-09-26,11.7,3,LOW,Cancelled,True,60,Low
TRC0694,AST0664,SEC064,OHE,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-05-23,2025-05-25,2025-06-06,10.3,14,HIGH,Scheduled,True,12,Normal
TRC0695,AST0456,SEC006,OHE,Feeder Repair,Insulation breakdown,2,HIGH,2025-11-20,2025-11-20,2025-12-01,11.2,10,HIGH,Completed,True,11,Normal
TRC0696,AST0420,SEC045,Transformer,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-11-17,2025-11-18,2025-12-02,5.7,14,MEDIUM,Pending,True,14,Normal
TRC0697,AST0407,SEC032,Electrical switchgear,Feeder Repair,Insulation breakdown,4,LOW,2025-04-15,2025-04-18,2025-05-28,1.8,8,LOW,Pending,True,40,Low
TRC0698,AST0577,SEC052,Pantograph interface,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-10-11,2025-10-12,2025-10-26,5.1,8,MEDIUM,Completed,False,14,Normal
TRC0699,AST0484,SEC034,Transformer,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-02-15,2025-02-16,2025-05-17,8.7,3,LOW,Pending,False,90,Low
TRC0700,AST0472,SEC022,OHE,Insulator Replacement,Flashover damage,1,CRITICAL,2025-09-27,2025-09-29,2025-10-02,3.5,7,HIGH,Pending,True,3,Urgent
TRC0701,AST0606,SEC006,Sectioning equipment,Insulator Replacement,Flashover damage,3,MEDIUM,2025-06-17,2025-06-19,2025-07-13,11.4,3,MEDIUM,In Progress,False,24,Normal
TRC0702,AST0453,SEC003,Feeder,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-06-24,2025-06-25,2025-07-14,4.0,3,MEDIUM,Completed,True,19,Normal
TRC0703,AST0685,SEC010,Feeder,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-08-17,2025-08-19,2025-09-03,3.8,5,MEDIUM,Pending,True,15,Normal
TRC0704,AST0449,SEC074,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-10-22,2025-10-23,2025-11-03,4.9,8,HIGH,Scheduled,True,11,Normal
TRC0705,AST0533,SEC008,Feeder,Catenary Maintenance,Splice joint fault,2,HIGH,2025-07-13,2025-07-16,2025-07-28,1.6,13,HIGH,Completed,True,12,Normal
TRC0706,AST0598,SEC073,Sectioning equipment,Feeder Repair,Overheating,3,MEDIUM,2025-12-09,2025-12-10,2026-01-05,10.9,7,MEDIUM,Pending,True,26,Normal
TRC0707,AST0412,SEC037,Transformer,OHE Mast Repair,Corrosion,2,HIGH,2025-11-05,2025-11-08,2025-11-18,11.4,2,HIGH,Completed,False,10,Normal
TRC0708,AST0639,SEC039,Electrical switchgear,OHE Inspection,Contact wire wear,3,MEDIUM,2025-12-09,2025-12-10,2026-01-03,3.1,5,MEDIUM,Cancelled,True,24,Normal
TRC0709,AST0505,SEC055,Pantograph interface,Transformer Servicing,Cooling system failure,4,LOW,2025-07-28,2025-07-28,2025-09-25,2.6,7,LOW,Pending,False,59,Low
TRC0710,AST0401,SEC026,Pantograph interface,Switchgear Maintenance,Relay malfunction,4,LOW,2025-07-10,2025-07-13,2025-09-05,9.1,10,LOW,Pending,False,54,Low
TRC0711,AST0661,SEC061,Feeder,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-03-07,2025-03-09,2025-03-31,6.1,6,MEDIUM,Pending,True,22,Normal
TRC0712,AST0503,SEC053,Electrical switchgear,Catenary Maintenance,Catenary sag,4,LOW,2025-09-11,2025-09-11,2025-10-31,4.4,13,LOW,Completed,True,50,Low
TRC0713,AST0508,SEC058,Transformer,Feeder Repair,Joint failure,2,HIGH,2025-09-12,2025-09-15,2025-09-27,9.6,7,HIGH,Pending,False,12,Normal
TRC0714,AST0481,SEC031,Pantograph interface,Catenary Maintenance,Tension deviation,1,CRITICAL,2025-05-01,2025-05-03,2025-05-06,2.9,13,HIGH,Scheduled,True,3,Urgent
