forecast_date,section_id,time_window_start,time_window_end,expected_goods_trains,expected_traffic_load,traffic_density,forecast_confidence
2025-04-15,SEC042,20:00,22:00,2,21.9,LOW,0.93
2025-04-15,SEC042,22:00,00:00,3,22.4,LOW,0.97
2025-04-15,SEC043,00:00,02:00,5,27.73,MEDIUM,0.93
2025-04-15,SEC043,02:00,04:00,3,40.33,MEDIUM,0.73
2025-04-15,SEC043,04:00,06:00,3,37.88,MEDIUM,0.85
2025-04-15,SEC043,06:00,08:00,2,29.04,MEDIUM,0.61
2025-04-15,SEC043,08:00,10:00,3,19.27,LOW,0.78
2025-04-15,SEC043,10:00,12:00,4,27.49,MEDIUM,0.61
2025-04-15,SEC043,12:00,14:00,1,17.03,LOW,0.76
2025-04-15,SEC043,14:00,16:00,0,27.29,MEDIUM,0.68
2025-04-15,SEC043,16:00,18:00,1,20.95,LOW,0.68
2025-04-15,SEC043,18:00,20:00,3,21.59,LOW,0.93
2025-04-15,SEC043,20:00,22:00,4,24.92,LOW,0.93
2025-04-15,SEC043,22:00,00:00,0,32.89,MEDIUM,0.69
2025-04-15,SEC044,00:00,02:00,4,29.34,MEDIUM,0.64
2025-04-15,SEC044,02:00,04:00,8,33.23,MEDIUM,0.79
2025-04-15,SEC044,04:00,06:00,1,32.42,MEDIUM,0.64
2025-04-15,SEC044,06:00,08:00,1,33.26,MEDIUM,0.66
2025-04-15,SEC044,08:00,10:00,3,28.67,MEDIUM,0.73
2025-04-15,SEC044,10:00,12:00,2,15.52,LOW,0.76
2025-04-15,SEC044,12:00,14:00,4,24.26,LOW,0.99
2025-04-15,SEC044,14:00,16:00,2,26.94,MEDIUM,0.8
2025-04-15,SEC044,16:00,18:00,3,26.0,MEDIUM,0.83
2025-04-15,SEC044,18:00,20:00,5,27.33,MEDIUM,0.74
2025-04-15,SEC044,20:00,22:00,3,29.91,MEDIUM,0.78
2025-04-15,SEC044,22:00,00:00,4,29.99,MEDIUM,0.72
2025-04-15,SEC045,00:00,02:00,1,27.6,MEDIUM,0.76
2025-04-15,SEC045,02:00,04:00,1,36.75,MEDIUM,0.93
2025-04-15,SEC045,04:00,06:00,2,23.36,LOW,0.64
2025-04-15,SEC045,06:00,08:00,1,20.65,LOW,0.88
2025-04-15,SEC045,08:00,10:00,0,22.29,LOW,0.94
2025-04-15,SEC045,10:00,12:00,0,23.64,LOW,0.6
2025-04-15,SEC045,12:00,14:00,0,22.69,LOW,0.81
2025-04-15,SEC045,14:00,16:00,0,10.71,LOW,0.62
2025-04-15,SEC045,16:00,18:00,2,32.33,MEDIUM,0.75
2025-04-15,SEC045,18:00,20:00,0,13.69,LOW,0.77
2025-04-15,SEC045,20:00,22:00,2,19.45,LOW,0.94
2025-04-15,SEC045,22:00,00:00,1,39.7,MEDIUM,0.89
2025-04-15,SEC046,00:00,02:00,1,33.84,MEDIUM,0.73
2025-04-15,SEC046,02:00,04:00,2,37.25,MEDIUM,0.72
2025-04-15,SEC046,04:00,06:00,4,26.43,MEDIUM,0.9
2025-04-15,SEC046,06:00,08:00,2,31.71,MEDIUM,0.94
2025-04-15,SEC046,08:00,10:00,0,16.94,LOW,0.71
2025-04-15,SEC046,10:00,12:00,2,6.3,LOW,0.82
2025-04-15,SEC046,12:00,14:00,2,22.1,LOW,0.97
2025-04-15,SEC046,14:00,16:00,2,17.46,LOW,0.95
2025-04-15,SEC046,16:00,18:00,2,28.06,MEDIUM,0.75
2025-04-15,SEC046,18:00,20:00,2,25.03,MEDIUM,0.72
2025-04-15,SEC046,20:00,22:00,3,29.43,MEDIUM,0.72
2025-04-15,SEC046,22:00,00:00,4,28.18,MEDIUM,0.7
2025-04-15,SEC047,00:00,02:00,0,9.21,LOW,0.98
2025-04-15,SEC047,02:00,04:00,0,22.74,LOW,0.81
2025-04-15,SEC047,04:00,06:00,0,25.33,MEDIUM,0.92
2025-04-15,SEC047,06:00,08:00,1,15.49,LOW,0.92
2025-04-15,SEC047,08:00,10:00,3,18.43,LOW,0.78
2025-04-15,SEC047,10:00,12:00,4,3.17,LOW,0.64
2025-04-15,SEC047,12:00,14:00,0,7.58,LOW,0.86
2025-04-15,SEC047,14:00,16:00,2,17.56,LOW,0.68
2025-04-15,SEC047,16:00,18:00,1,11.25,LOW,0.93
2025-04-15,SEC047,18:00,20:00,0,12.31,LOW,0.74
2025-04-15,SEC047,20:00,22:00,0,8.35,LOW,0.93
2025-04-15,SEC047,22:00,00:00,1,8.68,LOW,0.73
2025-04-15,SEC048,00:00,02:00,7,41.07,MEDIUM,0.7
2025-04-15,SEC048,02:00,04:00,3,24.2,LOW,0.68
2025-04-15,SEC048,04:00,06:00,2,34.23,MEDIUM,0.73
2025-04-15,SEC048,06:00,08:00,3,29.41,MEDIUM,0.73
2025-04-15,SEC048,08:00,10:00,1,23.29,LOW,0.64
2025-04-15,SEC048,10:00,12:00,1,9.09,LOW,0.97
2025-04-15,SEC048,12:00,14:00,2,9.49,LOW,0.62
2025-04-15,SEC048,14:00,16:00,0,26.29,MEDIUM,0.95
2025-04-15,SEC048,16:00,18:00,3,17.05,LOW,0.7
2025-04-15,SEC048,18:00,20:00,2,14.69,LOW,0.83
2025-04-15,SEC048,20:00,22:00,0,17.63,LOW,0.86
2025-04-15,SEC048,22:00,00:00,3,29.72,MEDIUM,0.95
2025-04-15,SEC049,00:00,02:00,0,32.69,MEDIUM,0.72
2025-04-15,SEC049,02:00,04:00,3,30.79,MEDIUM,0.97
2025-04-15,SEC049,04:00,06:00,5,38.31,MEDIUM,0.83
2025-04-15,SEC049,06:00,08:00,3,24.6,LOW,0.97
2025-04-15,SEC049,08:00,10:00,0,36.59,MEDIUM,0.61
2025-04-15,SEC049,10:00,12:00,1,19.32,LOW,0.75
2025-04-15,SEC049,12:00,14:00,3,11.42,LOW,0.98
2025-04-15,SEC049,14:00,16:00,1,13.84,LOW,0.73
2025-04-15,SEC049,16:00,18:00,0,25.04,MEDIUM,0.88
2025-04-15,SEC049,18:00,20:00,1,19.95,LOW,0.85
2025-04-15,SEC049,20:00,22:00,2,19.57,LOW,0.98
2025-04-15,SEC049,22:00,00:00,2,35.55,MEDIUM,0.77
2025-04-15,SEC050,00:00,02:00,2,15.13,LOW,0.7
2025-04-15,SEC050,02:00,04:00,3,7.07,LOW,0.68
2025-04-15,SEC050,04:00,06:00,2,4.81,LOW,0.89
2025-04-15,SEC050,06:00,08:00,1,18.25,LOW,0.89
2025-04-15,SEC050,08:00,10:00,1,14.91,LOW,0.83
2025-04-15,SEC050,10:00,12:00,0,16.99,LOW,0.79
2025-04-15,SEC050,12:00,14:00,2,11.99,LOW,0.73
2025-04-15,SEC050,14:00,16:00,0,17.08,LOW,0.6
2025-04-15,SEC050,16:00,18:00,1,14.75,LOW,0.79
2025-04-15,SEC050,18:00,20:00,2,4.46,LOW,0.6
2025-04-15,SEC050,20:00,22:00,1,7.58,LOW,0.64
2025-04-15,SEC050,22:00,00:00,2,8.02,LOW,0.63
2025-04-15,SEC051,00:00,02:00,0,26.5,MEDIUM,0.76
2025-04-15,SEC051,02:00,04:00,2,17.79,LOW,0.65
2025-04-15,SEC051,04:00,06:00,3,17.62,LOW,0.75
2025-04-15,SEC051,06:00,08:00,0,15.45,LOW,0.77
2025-04-15,SEC051,08:00,10:00,1,24.3,LOW,0.83
2025-04-15,SEC051,10:00,12:00,1,10.64,LOW,0.98
2025-04-15,SEC051,12:00,14:00,2,7.78,LOW,0.71
2025-04-15,SEC051,14:00,16:00,0,14.23,LOW,0.74
2025-04-15,SEC051,16:00,18:00,1,20.61,LOW,0.77
2025-04-15,SEC051,18:00,20:00,1,14.15,LOW,0.88
2025-04-15,SEC051,20:00,22:00,2,13.64,LOW,0.65
2025-04-15,SEC051,22:00,00:00,1,22.24,LOW,0.81
2025-04-15,SEC052,00:00,02:00,1,23.49,LOW,0.73
2025-04-15,SEC052,02:00,04:00,2,12.43,LOW,0.77
2025-04-15,SEC052,04:00,06:00,1,18.85,LOW,0.61
2025-04-15,SEC052,06:00,08:00,0,9.62,LOW,0.76
2025-04-15,SEC052,08:00,10:00,0,11.45,LOW,0.8
2025-04-15,SEC052,10:00,12:00,0,2.2,LOW,0.96
2025-04-15,SEC052,12:00,14:00,1,15.13,LOW,0.61
2025-04-15,SEC052,14:00,16:00,0,12.02,LOW,0.68
2025-04-15,SEC052,16:00,18:00,2,5.78,LOW,0.99
2025-04-15,SEC052,18:00,20:00,0,18.65,LOW,0.79
2025-04-15,SEC052,20:00,22:00,2,7.17,LOW,0.92
2025-04-15,SEC052,22:00,00:00,2,5.11,LOW,0.82
2025-04-15,SEC053,00:00,02:00,2,30.01,MEDIUM,0.72
2025-04-15,SEC053,02:00,04:00,1,26.09,MEDIUM,0.94
2025-04-15,SEC053,04:00,06:00,3,22.45,LOW,0.92
2025-04-15,SEC053,06:00,08:00,1,26.25,MEDIUM,0.84
2025-04-15,SEC053,08:00,10:00,3,13.15,LOW,0.61
2025-04-15,SEC053,10:00,12:00,2,14.87,LOW,0.67
2025-04-15,SEC053,12:00,14:00,0,6.55,LOW,0.82
2025-04-15,SEC053,14:00,16:00,0,7.75,LOW,0.89
2025-04-15,SEC053,16:00,18:00,4,21.09,LOW,0.85
2025-04-15,SEC053,18:00,20:00,1,27.86,MEDIUM,0.71
2025-04-15,SEC053,20:00,22:00,0,14.1,LOW,0.76
2025-04-15,SEC053,22:00,00:00,1,31.99,MEDIUM,0.89
2025-04-15,SEC054,00:00,02:00,3,28.68,MEDIUM,0.73
2025-04-15,SEC054,02:00,04:00,5,19.75,LOW,0.62
2025-04-15,SEC054,04:00,06:00,4,27.57,MEDIUM,0.96
2025-04-15,SEC054,06:00,08:00,0,9.28,LOW,0.72
2025-04-15,SEC054,08:00,10:00,1,9.45,LOW,0.69
2025-04-15,SEC054,10:00,12:00,0,19.52,LOW,0.98
2025-04-15,SEC054,12:00,14:00,0,13.27,LOW,0.6
2025-04-15,SEC054,14:00,16:00,0,15.85,LOW,0.67
2025-04-15,SEC054,16:00,18:00,2,9.46,LOW,0.69
2025-04-15,SEC054,18:00,20:00,1,21.62,LOW,0.76
2025-04-15,SEC054,20:00,22:00,1,26.43,MEDIUM,0.68
2025-04-15,SEC054,22:00,00:00,1,12.09,LOW,0.63
2025-04-15,SEC055,00:00,02:00,3,23.72,LOW,0.83
2025-04-15,SEC055,02:00,04:00,1,21.01,LOW,0.8
2025-04-15,SEC055,04:00,06:00,1,16.13,LOW,0.76
2025-04-15,SEC055,06:00,08:00,1,9.72,LOW,0.92
2025-04-15,SEC055,08:00,10:00,1,20.09,LOW,0.68
2025-04-15,SEC055,10:00,12:00,2,12.48,LOW,0.68
2025-04-15,SEC055,12:00,14:00,0,14.97,LOW,0.89
2025-04-15,SEC055,14:00,16:00,0,6.29,LOW,0.94
2025-04-15,SEC055,16:00,18:00,3,24.22,LOW,0.8
2025-04-15,SEC055,18:00,20:00,4,6.98,LOW,0.79
2025-04-15,SEC055,20:00,22:00,1,16.63,LOW,0.83
2025-04-15,SEC055,22:00,00:00,2,26.15,MEDIUM,0.93
2025-04-15,SEC056,00:00,02:00,1,30.67,MEDIUM,0.96
2025-04-15,SEC056,02:00,04:00,2,29.89,MEDIUM,0.99
2025-04-15,SEC056,04:00,06:00,2,35.57,MEDIUM,0.91
2025-04-15,SEC056,06:00,08:00,2,19.67,LOW,0.93
2025-04-15,SEC056,08:00,10:00,2,31.97,MEDIUM,0.89
2025-04-15,SEC056,10:00,12:00,0,20.65,LOW,0.66
2025-04-15,SEC056,12:00,14:00,1,16.48,LOW,0.93
2025-04-15,SEC056,14:00,16:00,0,14.42,LOW,0.72
2025-04-15,SEC056,16:00,18:00,4,15.6,LOW,0.87
2025-04-15,SEC056,18:00,20:00,3,24.31,LOW,0.98
2025-04-15,SEC056,20:00,22:00,1,17.91,LOW,0.61
2025-04-15,SEC056,22:00,00:00,3,21.45,LOW,0.92
2025-04-15,SEC057,00:00,02:00,2,40.5,MEDIUM,0.83
2025-04-15,SEC057,02:00,04:00,7,29.68,MEDIUM,0.6
2025-04-15,SEC057,04:00,06:00,7,37.49,MEDIUM,0.78
2025-04-15,SEC057,06:00,08:00,1,21.95,LOW,0.86
2025-04-15,SEC057,08:00,10:00,2,22.72,LOW,0.75
2025-04-15,SEC057,10:00,12:00,3,18.54,LOW,0.83
2025-04-15,SEC057,12:00,14:00,2,11.31,LOW,0.62
2025-04-15,SEC057,14:00,16:00,0,30.43,MEDIUM,0.66
2025-04-15,SEC057,16:00,18:00,3,24.19,LOW,0.87
2025-04-15,SEC057,18:00,20:00,1,27.09,MEDIUM,0.6
2025-04-15,SEC057,20:00,22:00,2,25.37,MEDIUM,0.96
2025-04-15,SEC057,22:00,00:00,4,35.24,MEDIUM,0.8
2025-04-15,SEC058,00:00,02:00,4,26.6,MEDIUM,0.84
2025-04-15,SEC058,02:00,04:00,3,20.6,LOW,0.61
2025-04-15,SEC058,04:00,06:00,2,27.17,MEDIUM,0.68
2025-04-15,SEC058,06:00,08:00,0,17.88,LOW,0.66
2025-04-15,SEC058,08:00,10:00,3,25.89,MEDIUM,0.66
2025-04-15,SEC058,10:00,12:00,1,6.41,LOW,0.85
2025-04-15,SEC058,12:00,14:00,0,8.0,LOW,0.96
2025-04-15,SEC058,14:00,16:00,1,22.45,LOW,0.7
2025-04-15,SEC058,16:00,18:00,2,27.15,MEDIUM,0.87
2025-04-15,SEC058,18:00,20:00,3,12.52,LOW,0.71
2025-04-15,SEC058,20:00,22:00,1,19.73,LOW,0.85
2025-04-15,SEC058,22:00,00:00,5,36.5,MEDIUM,0.61
2025-04-15,SEC059,00:00,02:00,1,5.88,LOW,0.86
2025-04-15,SEC059,02:00,04:00,2,6.62,LOW,0.71
2025-04-15,SEC059,04:00,06:00,1,15.41,LOW,0.68
2025-04-15,SEC059,06:00,08:00,1,10.35,LOW,0.67
2025-04-15,SEC059,08:00,10:00,0,6.46,LOW,0.65
2025-04-15,SEC059,10:00,12:00,0,16.68,LOW,0.84
2025-04-15,SEC059,12:00,14:00,1,10.25,LOW,0.63
2025-04-15,SEC059,14:00,16:00,0,6.14,LOW,0.97
2025-04-15,SEC059,16:00,18:00,0,7.74,LOW,0.69
2025-04-15,SEC059,18:00,20:00,3,5.09,LOW,0.67
2025-04-15,SEC059,20:00,22:00,0,16.15,LOW,0.83
2025-04-15,SEC059,22:00,00:00,1,10.59,LOW,0.83
2025-04-15,SEC060,00:00,02:00,1,21.37,LOW,0.73
2025-04-15,SEC060,02:00,04:00,1,23.87,LOW,0.82
2025-04-15,SEC060,04:00,06:00,0,16.64,LOW,0.82
2025-04-15,SEC060,06:00,08:00,2,10.2,LOW,0.69
2025-04-15,SEC060,08:00,10:00,0,6.56,LOW,0.91
2025-04-15,SEC060,10:00,12:00,3,6.53,LOW,0.71
2025-04-15,SEC060,12:00,14:00,0,9.59,LOW,0.98
2025-04-15,SEC060,14:00,16:00,0,0.0,LOW,0.84
2025-04-15,SEC060,16:00,18:00,1,0.77,LOW,0.88
2025-04-15,SEC060,18:00,20:00,0,15.65,LOW,0.75
2025-04-15,SEC060,20:00,22:00,0,14.17,LOW,0.98
2025-04-15,SEC060,22:00,00:00,2,21.18,LOW,0.98
2025-04-15,SEC061,00:00,02:00,4,20.33,LOW,0.9
2025-04-15,SEC061,02:00,04:00,0,16.71,LOW,0.61
2025-04-15,SEC061,04:00,06:00,1,17.9,LOW,0.76
2025-04-15,SEC061,06:00,08:00,1,17.08,LOW,0.66
2025-04-15,SEC061,08:00,10:00,1,16.76,LOW,0.88
2025-04-15,SEC061,10:00,12:00,0,15.89,LOW,0.79
2025-04-15,SEC061,12:00,14:00,1,11.68,LOW,0.91
2025-04-15,SEC061,14:00,16:00,0,13.91,LOW,0.63
2025-04-15,SEC061,16:00,18:00,1,6.15,LOW,0.7
2025-04-15,SEC061,18:00,20:00,3,4.73,LOW,0.77
2025-04-15,SEC061,20:00,22:00,0,9.18,LOW,0.99
2025-04-15,SEC061,22:00,00:00,0,16.74,LOW,0.87
2025-04-15,SEC062,00:00,02:00,0,17.15,LOW,0.63
2025-04-15,SEC062,02:00,04:00,2,21.95,LOW,0.98
2025-04-15,SEC062,04:00,06:00,1,17.35,LOW,0.88
2025-04-15,SEC062,06:00,08:00,1,13.99,LOW,0.67
2025-04-15,SEC062,08:00,10:00,1,15.34,LOW,0.63
2025-04-15,SEC062,10:00,12:00,1,0.29,LOW,0.78
2025-04-15,SEC062,12:00,14:00,0,15.93,LOW,0.86
2025-04-15,SEC062,14:00,16:00,0,9.58,LOW,0.7
2025-04-15,SEC062,16:00,18:00,0,1.39,LOW,0.92
2025-04-15,SEC062,18:00,20:00,2,6.42,LOW,0.73
2025-04-15,SEC062,20:00,22:00,1,6.64,LOW,0.86
2025-04-15,SEC062,22:00,00:00,1,7.11,LOW,0.81
2025-04-15,SEC063,00:00,02:00,2,12.0,LOW,0.95
2025-04-15,SEC063,02:00,04:00,0,22.75,LOW,0.96
2025-04-15,SEC063,04:00,06:00,0,17.97,LOW,0.92
2025-04-15,SEC063,06:00,08:00,1,3.85,LOW,0.79
2025-04-15,SEC063,08:00,10:00,0,17.86,LOW,0.94
2025-04-15,SEC063,10:00,12:00,0,11.59,LOW,0.69
2025-04-15,SEC063,12:00,14:00,1,3.52,LOW,0.65
2025-04-15,SEC063,14:00,16:00,1,9.06,LOW,0.88
2025-04-15,SEC063,16:00,18:00,0,6.2,LOW,0.9
2025-04-15,SEC063,18:00,20:00,1,20.61,LOW,0.9
2025-04-15,SEC063,20:00,22:00,1,13.53,LOW,0.63
2025-04-15,SEC063,22:00,00:00,1,15.94,LOW,0.78
2025-04-15,SEC064,00:00,02:00,3,28.82,MEDIUM,0.89
2025-04-15,SEC064,02:00,04:00,4,29.97,MEDIUM,0.92
2025-04-15,SEC064,04:00,06:00,2,21.63,LOW,0.61
2025-04-15,SEC064,06:00,08:00,3,22.58,LOW,0.93
2025-04-15,SEC064,08:00,10:00,1,25.57,MEDIUM,0.62
2025-04-15,SEC064,10:00,12:00,0,22.36,LOW,0.97
2025-04-15,SEC064,12:00,14:00,2,16.2,LOW,0.68
2025-04-15,SEC064,14:00,16:00,0,17.46,LOW,0.73
2025-04-15,SEC064,16:00,18:00,1,9.64,LOW,0.76
2025-04-15,SEC064,18:00,20:00,1,19.58,LOW,0.96
2025-04-15,SEC064,20:00,22:00,3,17.51,LOW,0.77
2025-04-15,SEC064,22:00,00:00,0,16.36,LOW,0.87
2025-04-15,SEC065,00:00,02:00,5,31.12,MEDIUM,0.65
2025-04-15,SEC065,02:00,04:00,2,40.46,MEDIUM,0.64
2025-04-15,SEC065,04:00,06:00,2,27.74,MEDIUM,0.8
2025-04-15,SEC065,06:00,08:00,1,17.67,LOW,0.96
2025-04-15,SEC065,08:00,10:00,2,30.89,MEDIUM,0.78
2025-04-15,SEC065,10:00,12:00,3,8.93,LOW,0.79
2025-04-15,SEC065,12:00,14:00,0,22.96,LOW,0.74
2025-04-15,SEC065,14:00,16:00,2,19.2,LOW,0.9
2025-04-15,SEC065,16:00,18:00,3,33.71,MEDIUM,0.95
2025-04-15,SEC065,18:00,20:00,0,20.65,LOW,0.71
2025-04-15,SEC065,20:00,22:00,1,29.25,MEDIUM,0.85
2025-04-15,SEC065,22:00,00:00,3,23.36,LOW,0.95
2025-04-15,SEC066,00:00,02:00,2,29.38,MEDIUM,0.64
2025-04-15,SEC066,02:00,04:00,1,35.18,MEDIUM,0.6
2025-04-15,SEC066,04:00,06:00,3,37.38,MEDIUM,0.77
2025-04-15,SEC066,06:00,08:00,0,21.07,LOW,0.64
2025-04-15,SEC066,08:00,10:00,2,25.22,MEDIUM,0.93
2025-04-15,SEC066,10:00,12:00,1,12.36,LOW,0.67
2025-04-15,SEC066,12:00,14:00,3,13.85,LOW,0.81
2025-04-15,SEC066,14:00,16:00,0,20.28,LOW,0.77
2025-04-15,SEC066,16:00,18:00,2,27.97,MEDIUM,0.62
2025-04-15,SEC066,18:00,20:00,3,31.86,MEDIUM,0.74
2025-04-15,SEC066,20:00,22:00,4,15.66,LOW,0.98
2025-04-15,SEC066,22:00,00:00,5,19.87,LOW,0.91
2025-04-15,SEC067,00:00,02:00,3,25.58,MEDIUM,0.74
2025-04-15,SEC067,02:00,04:00,1,20.27,LOW,0.79
2025-04-15,SEC067,04:00,06:00,1,23.36,LOW,0.87
2025-04-15,SEC067,06:00,08:00,3,25.79,MEDIUM,0.83
2025-04-15,SEC067,08:00,10:00,2,13.23,LOW,0.8
2025-04-15,SEC067,10:00,12:00,2,9.89,LOW,0.87
2025-04-15,SEC067,12:00,14:00,2,8.3,LOW,0.72
2025-04-15,SEC067,14:00,16:00,1,22.1,LOW,0.86
2025-04-15,SEC067,16:00,18:00,2,30.02,MEDIUM,0.96
2025-04-15,SEC067,18:00,20:00,1,17.32,LOW,0.71
2025-04-15,SEC067,20:00,22:00,1,12.5,LOW,0.84
2025-04-15,SEC067,22:00,00:00,1,20.34,LOW,0.76
2025-04-15,SEC068,00:00,02:00,7,36.88,MEDIUM,0.76
2025-04-15,SEC068,02:00,04:00,1,36.92,MEDIUM,0.78
2025-04-15,SEC068,04:00,06:00,3,33.1,MEDIUM,0.79
2025-04-15,SEC068,06:00,08:00,1,21.66,LOW,0.61
2025-04-15,SEC068,08:00,10:00,3,32.47,MEDIUM,0.79
2025-04-15,SEC068,10:00,12:00,3,10.56,LOW,0.74
2025-04-15,SEC068,12:00,14:00,0,26.59,MEDIUM,0.85
2025-04-15,SEC068,14:00,16:00,0,11.13,LOW,0.94
2025-04-15,SEC068,16:00,18:00,2,31.43,MEDIUM,0.89
2025-04-15,SEC068,18:00,20:00,4,34.84,MEDIUM,0.91
2025-04-15,SEC068,20:00,22:00,4,28.91,MEDIUM,0.79
2025-04-15,SEC068,22:00,00:00,3,42.99,MEDIUM,0.87
2025-04-15,SEC069,00:00,02:00,3,22.28,LOW,0.76
2025-04-15,SEC069,02:00,04:00,1,14.69,LOW,0.64
2025-04-15,SEC069,04:00,06:00,1,18.4,LOW,0.61
2025-04-15,SEC069,06:00,08:00,0,8.41,LOW,0.76
2025-04-15,SEC069,08:00,10:00,0,1.33,LOW,0.73
2025-04-15,SEC069,10:00,12:00,1,11.51,LOW,0.93
2025-04-15,SEC069,12:00,14:00,2,13.94,LOW,0.89
2025-04-15,SEC069,14:00,16:00,2,6.53,LOW,0.95
2025-04-15,SEC069,16:00,18:00,1,4.99,LOW,0.89
2025-04-15,SEC069,18:00,20:00,0,3.14,LOW,0.89
2025-04-15,SEC069,20:00,22:00,1,6.6,LOW,0.61
2025-04-15,SEC069,22:00,00:00,1,8.47,LOW,0.85
2025-04-15,SEC070,00:00,02:00,3,15.91,LOW,0.61
2025-04-15,SEC070,02:00,04:00,1,17.01,LOW,0.75
2025-04-15,SEC070,04:00,06:00,1,24.85,LOW,0.68
2025-04-15,SEC070,06:00,08:00,2,19.53,LOW,0.98
2025-04-15,SEC070,08:00,10:00,1,17.02,LOW,0.68
2025-04-15,SEC070,10:00,12:00,1,5.51,LOW,0.88
2025-04-15,SEC070,12:00,14:00,1,5.23,LOW,0.7
2025-04-15,SEC070,14:00,16:00,1,9.2,LOW,0.93
2025-04-15,SEC070,16:00,18:00,2,23.35,LOW,0.76
2025-04-15,SEC070,18:00,20:00,0,8.79,LOW,0.66
2025-04-15,SEC070,20:00,22:00,0,17.28,LOW,0.66
2025-04-15,SEC070,22:00,00:00,1,30.91,MEDIUM,0.98
2025-04-15,SEC071,00:00,02:00,0,17.87,LOW,0.65
2025-04-15,SEC071,02:00,04:00,2,10.08,LOW,0.83
2025-04-15,SEC071,04:00,06:00,3,23.9,LOW,0.93
2025-04-15,SEC071,06:00,08:00,3,17.46,LOW,0.99
2025-04-15,SEC071,08:00,10:00,2,9.44,LOW,0.91
2025-04-15,SEC071,10:00,12:00,1,13.37,LOW,0.74
2025-04-15,SEC071,12:00,14:00,0,2.12,LOW,0.94
2025-04-15,SEC071,14:00,16:00,0,14.51,LOW,0.63
2025-04-15,SEC071,16:00,18:00,3,10.39,LOW,0.64
2025-04-15,SEC071,18:00,20:00,0,18.9,LOW,0.85
2025-04-15,SEC071,20:00,22:00,1,10.36,LOW,0.63
2025-04-15,SEC071,22:00,00:00,1,29.21,MEDIUM,0.74
2025-04-15,SEC072,00:00,02:00,1,34.72,MEDIUM,0.77
2025-04-15,SEC072,02:00,04:00,1,19.72,LOW,0.88
2025-04-15,SEC072,04:00,06:00,1,20.51,LOW,0.66
2025-04-15,SEC072,06:00,08:00,1,11.56,LOW,0.99
2025-04-15,SEC072,08:00,10:00,2,28.56,MEDIUM,0.74
2025-04-15,SEC072,10:00,12:00,0,5.52,LOW,0.65
2025-04-15,SEC072,12:00,14:00,3,16.62,LOW,0.75
2025-04-15,SEC072,14:00,16:00,1,7.09,LOW,0.66
2025-04-15,SEC072,16:00,18:00,1,26.94,MEDIUM,0.96
2025-04-15,SEC072,18:00,20:00,2,13.15,LOW,0.99
2025-04-15,SEC072,20:00,22:00,1,22.28,LOW,0.97
2025-04-15,SEC072,22:00,00:00,1,24.7,LOW,0.62
2025-04-15,SEC073,00:00,02:00,1,13.44,LOW,0.88
2025-04-15,SEC073,02:00,04:00,1,23.8,LOW,0.83
2025-04-15,SEC073,04:00,06:00,2,8.43,LOW,0.99
2025-04-15,SEC073,06:00,08:00,1,5.22,LOW,0.64
2025-04-15,SEC073,08:00,10:00,1,18.51,LOW,0.87
2025-04-15,SEC073,10:00,12:00,0,10.21,LOW,0.85
2025-04-15,SEC073,12:00,14:00,1,3.9,LOW,0.83
2025-04-15,SEC073,14:00,16:00,0,19.39,LOW,0.99
2025-04-15,SEC073,16:00,18:00,0,7.0,LOW,0.62
2025-04-15,SEC073,18:00,20:00,2,21.02,LOW,0.72
2025-04-15,SEC073,20:00,22:00,1,4.2,LOW,0.69
2025-04-15,SEC073,22:00,00:00,1,23.9,LOW,0.9
2025-04-15,SEC074,00:00,02:00,1,18.34,LOW,0.9
2025-04-15,SEC074,02:00,04:00,2,31.88,MEDIUM,0.69
2025-04-15,SEC074,04:00,06:00,2,29.17,MEDIUM,0.79
2025-04-15,SEC074,06:00,08:00,2,24.97,LOW,0.79
2025-04-15,SEC074,08:00,10:00,1,21.2,LOW,0.91
2025-04-15,SEC074,10:00,12:00,2,4.08,LOW,0.79
2025-04-15,SEC074,12:00,14:00,2,17.3,LOW,0.63
2025-04-15,SEC074,14:00,16:00,3,5.05,LOW,0.92
2025-04-15,SEC074,16:00,18:00,0,24.67,LOW,0.76
2025-04-15,SEC074,18:00,20:00,1,27.42,MEDIUM,0.98
2025-04-15,SEC074,20:00,22:00,1,17.52,LOW,0.95
2025-04-15,SEC074,22:00,00:00,1,29.37,MEDIUM,0.69
2025-04-15,SEC075,00:00,02:00,1,15.66,LOW,0.69
2025-04-15,SEC075,02:00,04:00,1,17.88,LOW,0.81
2025-04-15,SEC075,04:00,06:00,0,5.59,LOW,0.85
2025-04-15,SEC075,06:00,08:00,0,11.41,LOW,0.84
2025-04-15,SEC075,08:00,10:00,1,8.2,LOW,0.7
2025-04-15,SEC075,10:00,12:00,1,0.46,LOW,0.89
2025-04-15,SEC075,12:00,14:00,1,0.0,LOW,0.65
2025-04-15,SEC075,14:00,16:00,0,10.61,LOW,0.69
2025-04-15,SEC075,16:00,18:00,2,7.11,LOW,0.87
2025-04-15,SEC075,18:00,20:00,1,15.88,LOW,0.83
2025-04-15,SEC075,20:00,22:00,1,12.19,LOW,0.68
2025-04-15,SEC075,22:00,00:00,1,6.91,LOW,0.62
2025-04-27,SEC001,00:00,02:00,2,37.62,MEDIUM,0.66
2025-04-27,SEC001,02:00,04:00,2,35.22,MEDIUM,0.68
